"Barcode","variable","value","Batch","Rep","gene","ploidy","class"
210734,"B.DE1.PCRb_fitness",-0.611630322887956,"DE","fitness","other","Diploid","other"
211106,"B.DE1.PCRb_fitness",0.667406628963358,"DE","fitness","other","Diploid","other"
214211,"B.DE1.PCRb_fitness",-0.0444517625708336,"DE","fitness","Diploid","Diploid","Diploid"
215309,"B.DE1.PCRb_fitness",1.28093384546206,"DE","fitness","other","NotSequenced","other"
215325,"B.DE1.PCRb_fitness",0.809659568014874,"DE","fitness","Diploid","Diploid","Diploid"
217798,"B.DE1.PCRb_fitness",0.283710782674662,"DE","fitness","GPB1","Haploid","PKA"
225065,"B.DE1.PCRb_fitness",0.613602007175321,"DE","fitness","Diploid","Diploid","Diploid"
225103,"B.DE1.PCRb_fitness",0.396635028659892,"DE","fitness","other","NotSequenced","other"
225923,"B.DE1.PCRb_fitness",0.50077528791249,"DE","fitness","other","NotSequenced","other"
229920,"B.DE1.PCRb_fitness",0.802804808772413,"DE","fitness","CYR1","Haploid","PKA"
230962,"B.DE1.PCRb_fitness",0.571392855126443,"DE","fitness","other","Haploid","other"
232264,"B.DE1.PCRb_fitness",0.534173568314338,"DE","fitness","Diploid","Diploid","Diploid"
237576,"B.DE1.PCRb_fitness",0.756227082459358,"DE","fitness","Diploid","Diploid","Diploid"
238413,"B.DE1.PCRb_fitness",-0.23682365521829,"DE","fitness","other","Haploid","other"
239769,"B.DE1.PCRb_fitness",0.22047332275833,"DE","fitness","other","NotSequenced","other"
241857,"B.DE1.PCRb_fitness",0.403136818348575,"DE","fitness","other","NotSequenced","other"
244443,"B.DE1.PCRb_fitness",0.221461465131225,"DE","fitness","Diploid","Diploid","Diploid"
246829,"B.DE1.PCRb_fitness",-1.24842456689677,"DE","fitness","other","NotSequenced","other"
247616,"B.DE1.PCRb_fitness",0.0625203569813344,"DE","fitness","other","NotSequenced","other"
251379,"B.DE1.PCRb_fitness",0.563605866704905,"DE","fitness","other","NotSequenced","other"
254044,"B.DE1.PCRb_fitness",-0.86446566400957,"DE","fitness","other","Haploid","other"
255385,"B.DE1.PCRb_fitness",1.88706964903238,"DE","fitness","other","NotSequenced","other"
258539,"B.DE1.PCRb_fitness",0.780360150131651,"DE","fitness","other","Diploid","other"
261861,"B.DE1.PCRb_fitness",0.531080637407818,"DE","fitness","Diploid","Diploid","Diploid"
262917,"B.DE1.PCRb_fitness",0.906240396020654,"DE","fitness","other","Haploid","other"
266802,"B.DE1.PCRb_fitness",0.848652521147693,"DE","fitness","other","NotSequenced","other"
270104,"B.DE1.PCRb_fitness",-0.59783700075562,"DE","fitness","other","Haploid","other"
273092,"B.DE1.PCRb_fitness",-0.0516720105443209,"DE","fitness","other","Diploid","other"
276407,"B.DE1.PCRb_fitness",-0.651904222025896,"DE","fitness","other","Haploid","other"
277185,"B.DE1.PCRb_fitness",-0.223143551314209,"DE","fitness","other","NotSequenced","other"
278476,"B.DE1.PCRb_fitness",0.173562376704075,"DE","fitness","other","NotSequenced","other"
283952,"B.DE1.PCRb_fitness",0.262364264467491,"DE","fitness","other","NotSequenced","other"
287352,"B.DE1.PCRb_fitness",-0.573739449176559,"DE","fitness","other","NotSequenced","other"
294706,"B.DE1.PCRb_fitness",0.500775287912489,"DE","fitness","other","NotSequenced","other"
295458,"B.DE1.PCRb_fitness",0.346624608085231,"DE","fitness","other","Diploid","other"
295730,"B.DE1.PCRb_fitness",0.0152674721307893,"DE","fitness","other","NotSequenced","other"
296771,"B.DE1.PCRb_fitness",0.98053509210359,"DE","fitness","other","NotSequenced","other"
297322,"B.DE1.PCRb_fitness",0.150369956987353,"DE","fitness","other","Diploid","other"
298344,"B.DE1.PCRb_fitness",-0.192371892647456,"DE","fitness","other","NotSequenced","neutral spikein"
303501,"B.DE1.PCRb_fitness",0.346624608085232,"DE","fitness","other","Haploid","other"
304483,"B.DE1.PCRb_fitness",0.568216568708022,"DE","fitness","other","Haploid","other"
304935,"B.DE1.PCRb_fitness",0.527926276978441,"DE","fitness","other","NotSequenced","other"
309605,"B.DE1.PCRb_fitness",-2.06417406954905,"DE","fitness","other","NotSequenced","other"
309655,"B.DE1.PCRb_fitness",-0.660750826166189,"DE","fitness","PDE2","Haploid","PKA"
310209,"B.DE1.PCRb_fitness",0.387751899509094,"DE","fitness","Diploid","Diploid","Diploid"
316048,"B.DE1.PCRb_fitness",0.652006257636413,"DE","fitness","other","NotSequenced","other"
316954,"B.DE1.PCRb_fitness",-0.108602009581997,"DE","fitness","other","NotSequenced","neutral spikein"
317672,"B.DE1.PCRb_fitness",1.08286393169997,"DE","fitness","other","NotSequenced","other"
319196,"B.DE1.PCRb_fitness",0.611637880724299,"DE","fitness","other","NotSequenced","other"
328579,"B.DE1.PCRb_fitness",-0.474604360331671,"DE","fitness","other","Diploid","other"
329774,"B.DE1.PCRb_fitness",0.266781720574214,"DE","fitness","other","Diploid","other"
330943,"B.DE1.PCRb_fitness",-0.496367540590761,"DE","fitness","other","Haploid","other"
334616,"B.DE1.PCRb_fitness",-0.259511195485084,"DE","fitness","other","Haploid","other"
336972,"B.DE1.PCRb_fitness",-0.474355943984599,"DE","fitness","SCH9","Haploid","PKA"
338908,"B.DE1.PCRb_fitness",0.556945559379544,"DE","fitness","other","Diploid","other"
340123,"B.DE1.PCRb_fitness",0.947867435532731,"DE","fitness","other","NotSequenced","other"
341234,"B.DE1.PCRb_fitness",0.575998709150078,"DE","fitness","other","NotSequenced","other"
349198,"B.DE1.PCRb_fitness",0.651815545325356,"DE","fitness","other","NotSequenced","other"
349927,"B.DE1.PCRb_fitness",-0.294154586957397,"DE","fitness","other","NotSequenced","other"
352078,"B.DE1.PCRb_fitness",0.05448818528407,"DE","fitness","other","NotSequenced","other"
352705,"B.DE1.PCRb_fitness",0.0238512158221802,"DE","fitness","other","NotSequenced","other"
361412,"B.DE1.PCRb_fitness",0.500775287912489,"DE","fitness","other","NotSequenced","other"
371306,"B.DE1.PCRb_fitness",0.288805037196406,"DE","fitness","other","NotSequenced","other"
375115,"B.DE1.PCRb_fitness",-0.219770866835569,"DE","fitness","other","Diploid","other"
378857,"B.DE1.PCRb_fitness",-0.61358535772376,"DE","fitness","other","NotSequenced","other"
379777,"B.DE1.PCRb_fitness",0.296430819031098,"DE","fitness","IRA2","Haploid","PKA"
381707,"B.DE1.PCRb_fitness",0.215454491646389,"DE","fitness","other","Haploid","other"
387733,"B.DE1.PCRb_fitness",0.0953101798043257,"DE","fitness","other","NotSequenced","other"
392361,"B.DE1.PCRb_fitness",-0.237628484235577,"DE","fitness","Diploid","Diploid","Diploid"
417393,"B.DE1.PCRb_fitness",0.500775287912489,"DE","fitness","other","NotSequenced","other"
419648,"B.DE1.PCRb_fitness",0.164303051291276,"DE","fitness","other","NotSequenced","other"
419831,"B.DE1.PCRb_fitness",0.641357238533679,"DE","fitness","other","Diploid","other"
425471,"B.DE1.PCRb_fitness",0.639421781203783,"DE","fitness","other","NotSequenced","other"
430247,"B.DE1.PCRb_fitness",-1.54691755545277,"DE","fitness","other","NotSequenced","other"
434397,"B.DE1.PCRb_fitness",0.770438854861593,"DE","fitness","Diploid","Diploid","Diploid"
454851,"B.DE1.PCRb_fitness",0.318453731118536,"DE","fitness","other","Haploid","other"
9000001,"B.DE1.PCRb_fitness",-0.518372829401374,"DE","fitness","other","NotSequenced","Ira1 Mis spikein"
9000002,"B.DE1.PCRb_fitness",0.249036861321225,"DE","fitness","other","NotSequenced","Ira1 Mis spikein"
9000003,"B.DE1.PCRb_fitness",0.706472635157095,"DE","fitness","other","NotSequenced","Ira1 Mis spikein"
9000005,"B.DE1.PCRb_fitness",0.610209128957951,"DE","fitness","other","NotSequenced","Ira1 Mis spikein"
9000006,"B.DE1.PCRb_fitness",0.176535619726912,"DE","fitness","other","NotSequenced","Ira1 Mis spikein"
9000007,"B.DE1.PCRb_fitness",0.238411023444998,"DE","fitness","other","NotSequenced","Ira1 Mis spikein"
9000008,"B.DE1.PCRb_fitness",0.288213845928817,"DE","fitness","other","NotSequenced","Ira1 Mis spikein"
9000009,"B.DE1.PCRb_fitness",-0.198761690746226,"DE","fitness","other","NotSequenced","Ira1 Mis spikein"
9000010,"B.DE1.PCRb_fitness",0.627930463397736,"DE","fitness","other","NotSequenced","Ira1 Mis spikein"
9000101,"B.DE1.PCRb_fitness",1.37833946369385,"DE","fitness","other","NotSequenced","Ira1 Non spikein"
9000103,"B.DE1.PCRb_fitness",-0.751987680582879,"DE","fitness","other","NotSequenced","Ira1 Non spikein"
9000104,"B.DE1.PCRb_fitness",1.01395108902343,"DE","fitness","other","NotSequenced","Ira1 Non spikein"
9000105,"B.DE1.PCRb_fitness",1.07613943281605,"DE","fitness","other","NotSequenced","Ira1 Non spikein"
9000106,"B.DE1.PCRb_fitness",1.43305131550722,"DE","fitness","other","NotSequenced","Ira1 Non spikein"
9000107,"B.DE1.PCRb_fitness",0.959673300745716,"DE","fitness","other","NotSequenced","Ira1 Non spikein"
9000109,"B.DE1.PCRb_fitness",0.68527312412904,"DE","fitness","other","NotSequenced","Ira1 Non spikein"
9000110,"B.DE1.PCRb_fitness",1.46258927481073,"DE","fitness","other","NotSequenced","Ira1 Non spikein"
53,"B.DE1.PCRc_fitness",0.311037484928307,"DE","fitness","other","Diploid","other"
151,"B.DE1.PCRc_fitness",1.22364575882535,"DE","fitness","IRA1","Haploid","PKA"
262,"B.DE1.PCRc_fitness",0.341477578984374,"DE","fitness","other","NotSequenced","other"
273,"B.DE1.PCRc_fitness",0.888477381660176,"DE","fitness","IRA1","Haploid","PKA"
323,"B.DE1.PCRc_fitness",0.804235221006935,"DE","fitness","other","NotSequenced","other"
415,"B.DE1.PCRc_fitness",1.29117540142785,"DE","fitness","other","NotSequenced","other"
622,"B.DE1.PCRc_fitness",0.315418937665755,"DE","fitness","other","NotSequenced","other"
689,"B.DE1.PCRc_fitness",1.34219872987019,"DE","fitness","IRA1","Haploid","PKA"
697,"B.DE1.PCRc_fitness",0.254171286151419,"DE","fitness","other","NotSequenced","other"
1379,"B.DE1.PCRc_fitness",1.25275341156169,"DE","fitness","other","NotSequenced","other"
1488,"B.DE1.PCRc_fitness",1.26243277393565,"DE","fitness","other","NotSequenced","other"
1564,"B.DE1.PCRc_fitness",0.290313479178275,"DE","fitness","Diploid","Diploid","Diploid"
1617,"B.DE1.PCRc_fitness",0.858777399150789,"DE","fitness","PDE2","Haploid","PKA"
1641,"B.DE1.PCRc_fitness",0.0864512354884228,"DE","fitness","other","Haploid","other"
1683,"B.DE1.PCRc_fitness",-0.0110347554245056,"DE","fitness","other","Haploid","other"
1866,"B.DE1.PCRc_fitness",0.920568978165887,"DE","fitness","PDE2","Haploid","PKA"
2037,"B.DE1.PCRc_fitness",0.248326619203828,"DE","fitness","Diploid","Diploid","Diploid"
2039,"B.DE1.PCRc_fitness",0.295024193719354,"DE","fitness","other","Diploid","other"
2288,"B.DE1.PCRc_fitness",0.838748526474527,"DE","fitness","GPB2","Haploid","PKA"
2468,"B.DE1.PCRc_fitness",1.04140800659017,"DE","fitness","IRA2","Haploid","PKA"
2608,"B.DE1.PCRc_fitness",0.518960549689759,"DE","fitness","GPB1","Haploid","PKA"
2768,"B.DE1.PCRc_fitness",0.762798711254214,"DE","fitness","GPB2","Haploid","PKA"
2776,"B.DE1.PCRc_fitness",0.24267633655117,"DE","fitness","other","NotSequenced","other"
2808,"B.DE1.PCRc_fitness",0.291018183015727,"DE","fitness","other","Diploid","other"
3160,"B.DE1.PCRc_fitness",0.146680990567249,"DE","fitness","other","NotSequenced","other"
3250,"B.DE1.PCRc_fitness",0.259435867253357,"DE","fitness","other","NotSequenced","other"
3379,"B.DE1.PCRc_fitness",0.290649764249387,"DE","fitness","other","Diploid","other"
3406,"B.DE1.PCRc_fitness",0.569537841387281,"DE","fitness","IRA2","Haploid","PKA"
3481,"B.DE1.PCRc_fitness",0.827771386914735,"DE","fitness","other","NotSequenced","other"
3577,"B.DE1.PCRc_fitness",0.104538546902491,"DE","fitness","other","Diploid","other"
3585,"B.DE1.PCRc_fitness",0.286049706514542,"DE","fitness","other","NotSequenced","other"
3675,"B.DE1.PCRc_fitness",0.831195725730459,"DE","fitness","IRA1","Haploid","PKA"
3730,"B.DE1.PCRc_fitness",1.14638804679574,"DE","fitness","other","NotSequenced","other"
3920,"B.DE1.PCRc_fitness",0.419459657516454,"DE","fitness","Diploid","Diploid","Diploid"
4418,"B.DE1.PCRc_fitness",0.241331984012923,"DE","fitness","other","Diploid","other"
4691,"B.DE1.PCRc_fitness",0.25646042636311,"DE","fitness","other","Diploid","other"
4791,"B.DE1.PCRc_fitness",0.38301993362095,"DE","fitness","other","Diploid","other"
4949,"B.DE1.PCRc_fitness",0.766864620250842,"DE","fitness","IRA1","Haploid","PKA"
5564,"B.DE1.PCRc_fitness",0.798390981263021,"DE","fitness","other","Diploid","other"
5654,"B.DE1.PCRc_fitness",0.280525944730792,"DE","fitness","other","NotSequenced","other"
5804,"B.DE1.PCRc_fitness",0.974367526744022,"DE","fitness","PDE2","Haploid","PKA"
6174,"B.DE1.PCRc_fitness",1.02516921964708,"DE","fitness","IRA1","Haploid","PKA"
6271,"B.DE1.PCRc_fitness",0.905574506948557,"DE","fitness","PDE2","Haploid","PKA"
6391,"B.DE1.PCRc_fitness",0.565567466181924,"DE","fitness","other","Diploid","other"
6582,"B.DE1.PCRc_fitness",0.658495422899581,"DE","fitness","IRA2","Haploid","PKA"
6814,"B.DE1.PCRc_fitness",0.22425091268596,"DE","fitness","other","NotSequenced","other"
7269,"B.DE1.PCRc_fitness",0.747090591310504,"DE","fitness","other","NotSequenced","other"
7291,"B.DE1.PCRc_fitness",0.0258257558738952,"DE","fitness","other","NotSequenced","other"
7375,"B.DE1.PCRc_fitness",0.293257488403898,"DE","fitness","other","Diploid","other"
7423,"B.DE1.PCRc_fitness",0.347875017920978,"DE","fitness","other","NotSequenced","other"
7538,"B.DE1.PCRc_fitness",0.0264958398956194,"DE","fitness","other","Haploid","other"
7539,"B.DE1.PCRc_fitness",0.275369259705895,"DE","fitness","other","Diploid","other"
7774,"B.DE1.PCRc_fitness",0.796480085457731,"DE","fitness","GPB2","Haploid","PKA"
7799,"B.DE1.PCRc_fitness",0.861111174327309,"DE","fitness","GPB2","Haploid","PKA"
7836,"B.DE1.PCRc_fitness",1.28688989339049,"DE","fitness","IRA1","Haploid","PKA"
7953,"B.DE1.PCRc_fitness",0.779978613974293,"DE","fitness","other","Haploid","other"
7961,"B.DE1.PCRc_fitness",1.25411473775499,"DE","fitness","IRA1","Haploid","PKA"
7994,"B.DE1.PCRc_fitness",0.814620025198483,"DE","fitness","PDE2","Haploid","PKA"
8297,"B.DE1.PCRc_fitness",0.801001339683199,"DE","fitness","CYR1","Haploid","PKA"
8459,"B.DE1.PCRc_fitness",0.271933526986652,"DE","fitness","other","Diploid","other"
8825,"B.DE1.PCRc_fitness",-0.0123837040624393,"DE","fitness","other","Haploid","other"
9293,"B.DE1.PCRc_fitness",0.314705242660379,"DE","fitness","other","NotSequenced","other"
9518,"B.DE1.PCRc_fitness",0.387066348315964,"DE","fitness","other","NotSequenced","other"
9589,"B.DE1.PCRc_fitness",0.123998230220963,"DE","fitness","other","Diploid","other"
9689,"B.DE1.PCRc_fitness",0.471096292945438,"DE","fitness","other","Diploid","other"
9864,"B.DE1.PCRc_fitness",1.18655590389025,"DE","fitness","IRA1","Haploid","PKA"
9888,"B.DE1.PCRc_fitness",0.795497304507255,"DE","fitness","GPB2","Haploid","PKA"
10050,"B.DE1.PCRc_fitness",0.322430782197968,"DE","fitness","other","NotSequenced","other"
10103,"B.DE1.PCRc_fitness",0.782880075947411,"DE","fitness","other","Diploid","other"
10307,"B.DE1.PCRc_fitness",-0.122982576381854,"DE","fitness","other","Haploid","other"
10316,"B.DE1.PCRc_fitness",0.275623361776265,"DE","fitness","Diploid","Diploid","Diploid"
10623,"B.DE1.PCRc_fitness",-0.12996714887938,"DE","fitness","other","NotSequenced","other"
10794,"B.DE1.PCRc_fitness",1.27409089569016,"DE","fitness","IRA1","Haploid","PKA"
10851,"B.DE1.PCRc_fitness",0.852309465018405,"DE","fitness","GPB2","Haploid","PKA"
11430,"B.DE1.PCRc_fitness",1.05552349570961,"DE","fitness","RAS2","Haploid","PKA"
11456,"B.DE1.PCRc_fitness",0.256986765331931,"DE","fitness","other","NotSequenced","other"
11586,"B.DE1.PCRc_fitness",0.387406079931259,"DE","fitness","other","NotSequenced","other"
11667,"B.DE1.PCRc_fitness",0.266282253216597,"DE","fitness","other","NotSequenced","other"
11752,"B.DE1.PCRc_fitness",1.27000151454017,"DE","fitness","IRA1","Haploid","PKA"
11933,"B.DE1.PCRc_fitness",0.827406367194029,"DE","fitness","GPB2","Haploid","PKA"
12090,"B.DE1.PCRc_fitness",0.437630725705551,"DE","fitness","other","Diploid","other"
12752,"B.DE1.PCRc_fitness",0.311570237520872,"DE","fitness","Diploid","Diploid","Diploid"
13029,"B.DE1.PCRc_fitness",0.363020014187125,"DE","fitness","Diploid","Diploid","Diploid"
13132,"B.DE1.PCRc_fitness",1.25476544934023,"DE","fitness","IRA1","Haploid","PKA"
13183,"B.DE1.PCRc_fitness",-0.0146227955826648,"DE","fitness","other","Haploid","other"
13852,"B.DE1.PCRc_fitness",0.229357159752951,"DE","fitness","other","NotSequenced","other"
13872,"B.DE1.PCRc_fitness",0.301381972350381,"DE","fitness","other","Diploid","other"
14160,"B.DE1.PCRc_fitness",0.383726700782072,"DE","fitness","other","Diploid","other"
14280,"B.DE1.PCRc_fitness",0.848592137564645,"DE","fitness","GPB2","Haploid","PKA"
14485,"B.DE1.PCRc_fitness",0.50578171904841,"DE","fitness","other","NotSequenced","other"
14849,"B.DE1.PCRc_fitness",0.331161209829241,"DE","fitness","Diploid","Diploid","Diploid"
14915,"B.DE1.PCRc_fitness",0.337374408280761,"DE","fitness","other","Diploid","other"
15221,"B.DE1.PCRc_fitness",0.943684171172636,"DE","fitness","IRA1","Haploid","PKA"
15232,"B.DE1.PCRc_fitness",1.28906868363309,"DE","fitness","IRA1","Haploid","PKA"
15337,"B.DE1.PCRc_fitness",0.334816517226623,"DE","fitness","other","Diploid","other"
15787,"B.DE1.PCRc_fitness",0.688331836547915,"DE","fitness","PDE2","Haploid","PKA"
16720,"B.DE1.PCRc_fitness",0.223364467704169,"DE","fitness","other","NotSequenced","other"
17499,"B.DE1.PCRc_fitness",0.10083460244183,"DE","fitness","other","Haploid","other"
17615,"B.DE1.PCRc_fitness",0.057144221074326,"DE","fitness","other","NotSequenced","neutral spikein"
17691,"B.DE1.PCRc_fitness",0.77189304289959,"DE","fitness","GPB2","Haploid","PKA"
17927,"B.DE1.PCRc_fitness",0.933107635675977,"DE","fitness","IRA2","Haploid","PKA"
18152,"B.DE1.PCRc_fitness",1.33977363817907,"DE","fitness","other","Haploid","other"
18200,"B.DE1.PCRc_fitness",0.63712613759336,"DE","fitness","IRA2","Haploid","PKA"
18352,"B.DE1.PCRc_fitness",0.16311328519433,"DE","fitness","Diploid","Diploid","Diploid"
18420,"B.DE1.PCRc_fitness",1.00093945380676,"DE","fitness","IRA1","Haploid","PKA"
18501,"B.DE1.PCRc_fitness",0.288170688524619,"DE","fitness","other","NotSequenced","other"
18860,"B.DE1.PCRc_fitness",0.250121617337945,"DE","fitness","other","NotSequenced","other"
18950,"B.DE1.PCRc_fitness",0.263398496021594,"DE","fitness","other","NotSequenced","other"
19184,"B.DE1.PCRc_fitness",0.88093789403384,"DE","fitness","PDE2","Haploid","PKA"
19219,"B.DE1.PCRc_fitness",0.338883022957024,"DE","fitness","other","NotSequenced","other"
19296,"B.DE1.PCRc_fitness",0.9071860092045,"DE","fitness","IRA1","Haploid","PKA"
19297,"B.DE1.PCRc_fitness",0.367761298269958,"DE","fitness","Diploid","Diploid","Diploid"
19379,"B.DE1.PCRc_fitness",0.150536417029677,"DE","fitness","other","NotSequenced","other"
19407,"B.DE1.PCRc_fitness",0.839828171127194,"DE","fitness","other","NotSequenced","other"
19697,"B.DE1.PCRc_fitness",0.266649999748821,"DE","fitness","other","Diploid","other"
19707,"B.DE1.PCRc_fitness",0.557761106978359,"DE","fitness","other","NotSequenced","other"
19795,"B.DE1.PCRc_fitness",0.316755573751231,"DE","fitness","other","Diploid","other"
19894,"B.DE1.PCRc_fitness",0.0076349959584876,"DE","fitness","other","Haploid","other"
20083,"B.DE1.PCRc_fitness",0.204775033217967,"DE","fitness","other","NotSequenced","other"
20231,"B.DE1.PCRc_fitness",0.146680990567249,"DE","fitness","other","NotSequenced","other"
20464,"B.DE1.PCRc_fitness",0.298072246669845,"DE","fitness","other","NotSequenced","other"
20632,"B.DE1.PCRc_fitness",0.0388482857640335,"DE","fitness","other","Haploid","other"
20873,"B.DE1.PCRc_fitness",1.01461587198484,"DE","fitness","IRA1","Haploid","PKA"
20967,"B.DE1.PCRc_fitness",0.868310816574885,"DE","fitness","PDE2","Haploid","PKA"
21440,"B.DE1.PCRc_fitness",0.27691977125773,"DE","fitness","other","NotSequenced","other"
21543,"B.DE1.PCRc_fitness",0.331370901352811,"DE","fitness","TOR1","Haploid","PKA"
21625,"B.DE1.PCRc_fitness",0.156800573103428,"DE","fitness","Diploid","Diploid","Diploid"
21956,"B.DE1.PCRc_fitness",0.972465408486669,"DE","fitness","IRA2","Haploid","PKA"
21967,"B.DE1.PCRc_fitness",1.3246174412144,"DE","fitness","IRA1","Haploid","PKA"
22011,"B.DE1.PCRc_fitness",0.741398877486425,"DE","fitness","Diploid","Diploid","Diploid"
22162,"B.DE1.PCRc_fitness",0.599684185154157,"DE","fitness","other","NotSequenced","other"
22360,"B.DE1.PCRc_fitness",0.303269978240635,"DE","fitness","other","Diploid","other"
22372,"B.DE1.PCRc_fitness",0.250870704091962,"DE","fitness","other","NotSequenced","other"
22469,"B.DE1.PCRc_fitness",0.263439960593941,"DE","fitness","other","Diploid","other"
22669,"B.DE1.PCRc_fitness",0.121988377976877,"DE","fitness","other","NotSequenced","other"
23065,"B.DE1.PCRc_fitness",0.657506614333241,"DE","fitness","other","NotSequenced","other"
23688,"B.DE1.PCRc_fitness",0.89350650055753,"DE","fitness","GPB2","Haploid","PKA"
23712,"B.DE1.PCRc_fitness",1.17630040774841,"DE","fitness","other","NotSequenced","other"
23868,"B.DE1.PCRc_fitness",1.14001384229062,"DE","fitness","IRA1","Haploid","PKA"
24151,"B.DE1.PCRc_fitness",-0.00832093425714397,"DE","fitness","other","NotSequenced","other"
24362,"B.DE1.PCRc_fitness",0.0265366787251864,"DE","fitness","other","NotSequenced","neutral spikein"
24737,"B.DE1.PCRc_fitness",0.58752049683694,"DE","fitness","KOG1","Haploid","PKA"
24858,"B.DE1.PCRc_fitness",0.261377396919382,"DE","fitness","other","Diploid","other"
25531,"B.DE1.PCRc_fitness",1.34472843434354,"DE","fitness","other","NotSequenced","other"
25747,"B.DE1.PCRc_fitness",0.795155590978384,"DE","fitness","IRA2","Haploid","PKA"
25780,"B.DE1.PCRc_fitness",1.14501139396758,"DE","fitness","IRA1","Haploid","PKA"
26106,"B.DE1.PCRc_fitness",0.239409247878109,"DE","fitness","Diploid","Diploid","Diploid"
26612,"B.DE1.PCRc_fitness",-0.0107998885297214,"DE","fitness","other","Haploid","other"
27346,"B.DE1.PCRc_fitness",0.236837473794872,"DE","fitness","Diploid","Diploid","Diploid"
27473,"B.DE1.PCRc_fitness",0.410315903236195,"DE","fitness","other","NotSequenced","other"
28533,"B.DE1.PCRc_fitness",0.238012643937407,"DE","fitness","Diploid","Diploid","Diploid"
28740,"B.DE1.PCRc_fitness",1.22960527852784,"DE","fitness","IRA1","Haploid","PKA"
28888,"B.DE1.PCRc_fitness",0.172148205445765,"DE","fitness","Diploid","Diploid","Diploid"
29375,"B.DE1.PCRc_fitness",0.00192959243725799,"DE","fitness","other","Haploid","other"
29473,"B.DE1.PCRc_fitness",1.23987789467771,"DE","fitness","other","NotSequenced","other"
29840,"B.DE1.PCRc_fitness",0.279072981692457,"DE","fitness","Diploid","Diploid","Diploid"
30578,"B.DE1.PCRc_fitness",1.31981020469271,"DE","fitness","IRA1","Haploid","PKA"
30769,"B.DE1.PCRc_fitness",0.133545311546316,"DE","fitness","other","Diploid","other"
30795,"B.DE1.PCRc_fitness",0.32738877616644,"DE","fitness","other","NotSequenced","other"
31360,"B.DE1.PCRc_fitness",1.28924134275572,"DE","fitness","IRA1","Haploid","PKA"
31607,"B.DE1.PCRc_fitness",0.244759536418155,"DE","fitness","other","Diploid","other"
32075,"B.DE1.PCRc_fitness",0.190345743994388,"DE","fitness","other","NotSequenced","other"
32201,"B.DE1.PCRc_fitness",0.311747379355911,"DE","fitness","other","NotSequenced","other"
32262,"B.DE1.PCRc_fitness",0.603299126837438,"DE","fitness","IRA2","Haploid","PKA"
32675,"B.DE1.PCRc_fitness",0.202561448961705,"DE","fitness","other","NotSequenced","other"
32685,"B.DE1.PCRc_fitness",0.254059670381311,"DE","fitness","Diploid","Diploid","Diploid"
33617,"B.DE1.PCRc_fitness",0.800864960292536,"DE","fitness","GPB2","Haploid","PKA"
33976,"B.DE1.PCRc_fitness",0.287061449085717,"DE","fitness","other","NotSequenced","other"
34189,"B.DE1.PCRc_fitness",0.0329536941001498,"DE","fitness","other","Haploid","other"
34808,"B.DE1.PCRc_fitness",0.248352826277221,"DE","fitness","other","NotSequenced","other"
35898,"B.DE1.PCRc_fitness",0.260328028930477,"DE","fitness","Diploid","Diploid","Diploid"
37238,"B.DE1.PCRc_fitness",0.322140386933812,"DE","fitness","Diploid","Diploid","Diploid"
37241,"B.DE1.PCRc_fitness",0.153256871473405,"DE","fitness","other","Diploid","other"
38775,"B.DE1.PCRc_fitness",0.0976630100168334,"DE","fitness","other","NotSequenced","other"
38970,"B.DE1.PCRc_fitness",1.9384404597953,"DE","fitness","other","NotSequenced","other"
39066,"B.DE1.PCRc_fitness",-0.0035258261269826,"DE","fitness","other","NotSequenced","other"
39270,"B.DE1.PCRc_fitness",0.403186308669534,"DE","fitness","other","NotSequenced","other"
39633,"B.DE1.PCRc_fitness",-0.0212421925888009,"DE","fitness","other","Haploid","other"
39674,"B.DE1.PCRc_fitness",0.480151440089397,"DE","fitness","GPB1","Haploid","PKA"
40409,"B.DE1.PCRc_fitness",1.08938589421978,"DE","fitness","IRA1","Haploid","PKA"
40779,"B.DE1.PCRc_fitness",0.282233720207909,"DE","fitness","Diploid","Diploid","Diploid"
40865,"B.DE1.PCRc_fitness",0.409071215911699,"DE","fitness","other","Diploid","other"
41484,"B.DE1.PCRc_fitness",0.293169722260289,"DE","fitness","Diploid","Diploid","Diploid"
41601,"B.DE1.PCRc_fitness",0.0566254711963916,"DE","fitness","other","Haploid","other"
42040,"B.DE1.PCRc_fitness",-0.135517323528275,"DE","fitness","other","NotSequenced","neutral spikein"
42331,"B.DE1.PCRc_fitness",1.07001060320459,"DE","fitness","other","NotSequenced","other"
42575,"B.DE1.PCRc_fitness",0.294785702763661,"DE","fitness","other","NotSequenced","other"
43155,"B.DE1.PCRc_fitness",0.380712269314151,"DE","fitness","TFS1","Haploid","PKA"
43361,"B.DE1.PCRc_fitness",0.819652638091935,"DE","fitness","IRA1","Haploid","PKA"
43483,"B.DE1.PCRc_fitness",1.14609383300135,"DE","fitness","other","NotSequenced","other"
43692,"B.DE1.PCRc_fitness",0.725855246140756,"DE","fitness","CYR1","Haploid","PKA"
44777,"B.DE1.PCRc_fitness",0.31867321084732,"DE","fitness","other","NotSequenced","other"
44905,"B.DE1.PCRc_fitness",0.329869098541945,"DE","fitness","other","Diploid","other"
44966,"B.DE1.PCRc_fitness",0.180547746926376,"DE","fitness","other","NotSequenced","other"
44971,"B.DE1.PCRc_fitness",0.152370554462029,"DE","fitness","other","NotSequenced","other"
