13.1_error,13.1_fitness,13.2_error,13.2_fitness,13.3_error,13.3_fitness,18.1_error,18.1_fitness,18.2_error,18.2_fitness,18.3_error,18.3_fitness,20.1_error,20.1_fitness,20.2_error,20.2_fitness,20.3_error,20.3_fitness,21.1_error,21.1_fitness,21.2_error,21.2_fitness,21.3_error,21.3_fitness,23.1_error,23.1_fitness,23.2_error,23.2_fitness,23.3_error,23.3_fitness,3.1_error,3.1_fitness,3.2_error,3.2_fitness,3.3_error,3.3_fitness,6.1_error,6.1_fitness,6.2_error,6.2_fitness,6.3_error,6.3_fitness,AA_error,AA_fitness,A_error,A_fitness,BB_error,BB_fitness,B_error,B_fitness,CC_error,CC_fitness,C_error,C_fitness,DD_error,DD_fitness,D_error,D_fitness,E_error,E_fitness,F_error,F_fitness,G_error,G_fitness,H_error,H_fitness,I_error,I_fitness,J_error,J_fitness,O_error,O_fitness,P_error,P_fitness,Y_error,Y_fitness,Z_error,Z_fitness,additional_muts,barcode,class,gene,ploidy,type,3_fitness,3_error,6_fitness,6_error,13_fitness,13_error,18_fitness,18_error,20_fitness,20_error,21_fitness,21_error,23_fitness,23_error,1BB_M3_fitness,1BB_M3_error,1BB_Baffle_fitness,1BB_Baffle_error,1BB_1.4%Gluc_fitness,1BB_1.4%Gluc_error,1BB_1.8%Gluc_fitness,1BB_1.8%Gluc_error,1BB_0.2MNaCl_fitness,1BB_0.2MNaCl_error,1BB_0.2MKCl_fitness,1BB_0.2MKCl_error,1BB_0.5MKCl_fitness,1BB_0.5MKCl_error,1BB_0.5%Raf_fitness,1BB_0.5%Raf_error,1BB_1%Gly_fitness,1BB_1%Gly_error
0.05286562462874639,0.36930550178766985,0.05639780404066871,0.29621382744816777,0.06349336275308685,0.18848815063494906,0.047265029091257044,0.34489902716352516,0.07243822567801765,0.40474050133499273,0.052769939804931894,0.32000963347462136,0.03627166435517716,0.6025114847917045,0.03998851855087176,0.5496481221078187,0.018608514347941973,0.42352396580037727,0.03491732475421142,0.47298568136252384,0.017541496506149026,0.3165944095631682,0.023825631745988212,0.46035384691316866,0.03108749113442699,0.4786939097403552,0.012244170669698153,0.4186940660530468,0.015534587181414324,0.5394348250871589,0.061830062581178465,0.31790281141123,0.07149422902151716,0.3562838000786261,0.05654662841805232,0.26963812231864226,0.0678399262583132,0.19950891712306304,0.04846397995368027,0.2638042803906691,0.09668374660309885,0.29278137152435746,0.026809126430856013,0.1784221706999001,0.023940268937482773,0.34449424862710826,0.019427293087049092,0.268190282099904,0.017301857972560893,0.32720390694231816,0.025480718785764026,0.22313226272001477,0.019611043474069313,0.3964685253319259,0.033718025872595404,0.4089715941741783,0.013294780250014729,0.42320134035029816,0.0210223107603064,0.36378956152755,0.014487035763189347,0.22240990476522626,0.036524538515453564,0.36862655566253943,0.027424386127160146,0.36728842909426024,0.03242387525477291,0.31756139048811294,0.028793603687304676,0.38814088392609836,0.054619138909635975,0.5171327197855327,0.059401211527667225,0.28177430718747404,0.028711429245911132,0.2173755157888988,0.07086433570455208,0.07685423128776186,TIP1-upstream_point_variant; YKR012C-upstream_indel_variant; APM2-upstream_indel_variant; RPL11B-upstream_indel_variant; YIL161W-upstream_indel_variant; YIL169C-frameshift_variant,53,Diploid,Diploid,Diploid,Diploid,0.31128357570323484,0.020900814437996962,0.24962936831107463,0.02187347960394189,0.2902201140809663,0.019085153875005485,0.3514734955329954,0.018548629041388934,0.4996053259743181,0.009405944131056025,0.3989706132005349,0.007835862988940036,0.4731373897863511,0.005611316995216738,0.37802764329266547,0.00442914806969091,0.2800897086542668,0.008576642423084988,0.36786228236701796,0.015663485398105536,0.3549438624605962,0.015250549846652207,0.17685795692800477,0.020432846904584853,0.5171327197855327,0.054619138909635975,0.28177430718747404,0.059401211527667225,0.23047214933308366,0.011264469913772251,0.3031224681111228,0.014513137740149657
0.0017319943284712716,1.588262298933127,0.0014955566268554572,1.6295635210197446,0.0017364910737671807,1.2555190622073518,0.0017070640604320419,1.0969158167031923,0.0024662799281953123,1.3033298031709601,0.0022478471646312117,1.390353740285368,0.007150949349115926,1.337164634196322,0.008026169061920833,1.1190994454776408,0.004823040126448973,0.7980267259116364,0.00611325714389046,1.0764513049132494,0.0027561817750080364,0.737067909909023,0.004155592338321297,0.8896698828750439,0.006054501027848391,1.1409366591512977,0.0019575535563320884,1.048416578371075,0.0027593740197997345,1.1158581426707816,0.0020533769060025785,1.0283835738650218,0.0020894826462078573,0.9962787873320721,0.0015784390631229648,1.094834683273283,0.001497814254601786,1.3997167771508068,0.0015439675078821233,1.1437912873233465,0.001128946795618746,1.4259005620319798,0.0030600826688193046,0.9678856755036258,0.0025895290371954235,0.9184083365851086,0.002399690736003987,1.1574523346106158,0.0013615804834215032,1.0075455028936313,0.003961379889137287,1.0927705096975537,0.0018370419106567538,1.0349689954927055,0.004444549803537878,1.1310312338167514,0.0013993424284259749,1.0637355073017014,0.002730269998611235,1.0568006592561454,0.001662896224692523,0.9971274798290826,0.004192489455783934,1.0484068034765437,0.003321096752987496,1.1014160494379477,0.0049598939076433415,0.9674464061172694,0.0035020440636212738,1.1322882641896612,0.050904625946931945,0.2525533852314119,0.10343283534736399,-2.5470077522323065,0.0013228089555092305,0.8677224535382818,0.004323962518482879,1.1821837580938968,"MIM1,tS-upstream_indel_variant; YFL019C,SUF9-upstream_indel_variant; SEH1-missense_variant; ZIP1-missense_variant",151,RAS,IRA1,Haploid,stop_gained,1.0451016363399193,0.0006253410819647228,1.3349468692266804,0.00045431769980264555,1.4982446934774858,0.000548880429229371,1.2460908280420673,0.0006963108584084059,1.04263025844258,0.0021196674414671875,0.8573199585797409,0.0013037142098170245,1.086669419686896,0.0009630115741238573,1.0162278937196083,0.0004202411717903013,1.0197149030543389,0.0010334586588138669,1.0779853161304345,0.001853131478319065,1.0640670774521688,0.002052693729786088,0.9413879510253268,0.001012928603376201,0.2525533852314119,0.050904625946931945,-2.5470077522323065,0.10343283534736399,1.0741336101902215,0.001344973772223741,1.1108012652012185,0.0020945393135212856
0.025033714875706412,0.22027460981592828,0.030723300891741332,0.1152889742725435,0.03408183421348113,0.12029644988425875,0.02586076316765596,0.16983033262934244,0.03682277556847872,0.2468021732643717,0.026826217206957687,0.1917049532896032,0.044597912458939556,0.43456753210508114,0.04576993815477618,0.4426685242659528,0.019363367933210102,0.5078437447484271,0.04095572034358099,0.4195286771008414,0.021368216211231594,0.2861185224670677,0.02587033160068868,0.4441021647130997,0.034380750209549275,0.4079518070908543,0.013848799964911927,0.33747492522733125,0.01696423109118393,0.5558915033063198,0.03193934769431578,0.06321515326783674,0.034174384293540666,0.12467776532270673,0.028722859472528107,0.052917742533635764,0.03093476008536033,0.06484633907187173,0.02443123527576956,0.0314003793092023,0.04925922418705615,0.06331013937638622,0.03040679249446328,0.2024513098573881,0.026472997088517195,0.339407987249191,0.0225512800900074,0.28285615721213103,0.020714640962664753,0.3125922474961098,0.029431815524444585,0.1996590043499102,0.022976384903059678,0.42181312249291003,0.036532776246001715,0.44443179584663234,0.015027450991880341,0.4278207782007703,0.02390163929478901,0.34244135311697593,0.016763270030557765,0.18741733962933205,0.041516164994311586,0.33290928092870786,0.030489018286994532,0.3936988371757155,0.036262639668499,0.3697049262363258,0.03197015649814,0.40127290738851784,0.055950122510922407,0.5626433061011621,0.061418578251358415,0.3011308056955977,0.03774623768247732,0.10877764161972639,0.08509589302756883,0.21275916930346211,NotSequenced,262,NotSequenced,NotSequenced,NotSequenced,NotSequenced,0.07831152646529005,0.01048366367796695,0.04988055798848679,0.010688548758019382,0.15791339797325,0.009819723752289343,0.19801341753859894,0.009699067888887776,0.47586731337419486,0.0104259104964532,0.37134856142452877,0.009101714574454554,0.430615396137742,0.0062405602005940804,0.3810942970521209,0.005098991637031571,0.25132279134257135,0.009852957754458776,0.36795883058712764,0.01757911105888498,0.38648187793545025,0.01699068967372026,0.14072849948787633,0.02614778647565898,0.5626433061011621,0.055950122510922407,0.30113080569559764,0.061418578251358415,0.2486171423688528,0.012948207151754484,0.30887074130425723,0.016300046770695856
0.002984764381801206,1.1406375896719634,0.00288903147151555,1.170421010086072,0.003355929331708294,0.7903013789710467,0.0025199201545314546,0.8548458521553213,0.0038530081382309894,0.9558432490006521,0.0032163787799788135,1.0323717011425184,0.015195502118039713,1.0402684992421618,0.017261974263680938,0.8733701492664356,0.00897587799736449,0.7809568209535938,0.012668799586888383,0.8646366011317488,0.005880578085219977,0.6763144266274315,0.008330041496517962,0.8281648603449873,0.011412650074216065,0.935416662764324,0.0040311545826103405,0.8402172065730419,0.005264948939019443,1.0075642234656699,0.0033531284775898318,0.7414934245062833,0.0035651375343549916,0.7171775935786368,0.0026675054958469674,0.7875710634629414,0.002736298943094769,0.7902103958107445,0.00246399302679137,0.6045842107670162,0.0026041493815775908,0.9034106844488218,0.0066121376973314215,0.7438614573486293,0.00564292607656169,0.7611411562544276,0.004868704955569806,0.9230647055232741,0.0030719447835031765,0.7976416791037791,0.00782891501849835,0.9018876549217586,0.0038920031925561436,0.83262138299136,0.009233908765469756,0.8372145729121138,0.0029039298648597554,0.8840071705679833,0.00440817989982094,0.9390517076778343,0.0024928819717778953,0.9113724670817958,0.008829909554077349,0.8420886699174631,0.006531832647368004,0.926153736104443,0.009929787356909532,0.7926701170581624,0.00755835374724125,0.8726427711736374,0.0514794490538783,0.4259952787325769,0.08152010287210416,-1.0365539061329607,0.0033694610889263743,0.7066633941516522,0.009241242844580772,0.869536291545671,,273,RAS,IRA1,Haploid,frameshift_variant,0.7524552303584376,0.0010486520890657714,0.762627795322867,0.0008655722959977967,1.0445502601682515,0.0010212922728234345,0.9390061647495888,0.0010338224318026253,0.8762945117564653,0.004252614439168712,0.7659928762185731,0.002709786180188214,0.9165580684911814,0.0019024958678431133,0.8268618004943796,0.0009057661382262805,0.9213710848536985,0.0015923741019976346,0.8904091612624304,0.00375448895980057,0.8380786853562454,0.004291642263830561,0.7501814953697514,0.002469172882205192,0.4259952787325769,0.0514794490538783,-1.0365539061329607,0.08152010287210416,0.8470696092729462,0.0028040230623465876,0.8722137820945886,0.004236783309064787
0.004086805285710544,1.1302360400359168,0.004011078896206769,1.1032404759277075,0.004805559190708994,0.6881769150000144,0.0037130181546748647,0.9117540457427105,0.005311258644710433,0.9022800643202811,0.004685811966874537,0.9405742990417,0.011959484271864712,0.9016374802409391,0.014677833617984614,0.7258726282229296,0.007383719129888043,0.6219800998436965,0.010483626009156177,0.8675985380383409,0.0046299797337632535,0.7437604254613055,0.0068311957568388025,0.653728690339178,0.009506947166952669,0.913197692514527,0.00356537002431886,0.7951704268962402,0.004737055152441169,0.7841285876419786,0.004405054213219103,0.7907402087759989,0.005003620920647507,0.7457702249877703,0.00320226606760092,0.7876084152772326,0.003647098436219259,0.8653265507359695,0.0032219906859916477,0.7141959182578006,0.0034856722344476674,0.9715509238276815,0.010540446391773702,0.594932849797648,0.008187792604644804,0.6933643893069061,0.007552964599026359,0.7264386362364829,0.00471940666971184,0.731364069321628,0.011952189358147361,0.640517943955585,0.006079375889938848,0.7894590129652596,0.015022092361900054,0.7162142191019164,0.004668147314842145,0.7486546290462275,0.005751869443133143,0.8817741943646581,0.002976443296290889,0.9264553337115254,0.012788899908169357,0.9144416534538264,0.009493423540136147,0.7666969205844932,0.014855197267703832,0.6634802585391855,0.012099597369826071,0.7212006820550634,0.052638321580762176,0.42116932386967554,0.07087879190023609,-0.43007180357401276,0.006600308044641405,0.5239038113999803,0.018767437809917485,0.8770632880346486,NotSequenced,323,NotSequenced,NotSequenced,NotSequenced,NotSequenced,0.7772577846798808,0.0013529125191595619,0.8464712230882684,0.0011475174979706994,0.9896285375789129,0.0014243153395751414,0.9182617983767232,0.0014902859719113073,0.7280531660566131,0.0034821524648309477,0.7407741912799488,0.0021845615147540356,0.8120680610422577,0.0016757052786967551,0.7434569651639203,0.0014030511341127214,0.9112186113746951,0.0019614459009730423,0.8296438268264235,0.005448733554305031,0.6952908617819172,0.0066682721276717545,0.6157906249953732,0.004883006612581803,0.42116932386967554,0.052638321580762176,-0.4300718035740128,0.07087879190023609,0.671542489233318,0.004400033719207613,0.6740586411146485,0.006656225152848776
0.008828583811336669,1.3585460205221334,0.006797228100349508,1.3654315867994948,0.009958917107160585,0.9130545415873058,0.008009305193556126,1.0943016844703577,0.012345767337508353,1.1186572313898937,0.01019807474519284,1.2265799213256974,0.012771122643090058,0.9568608307372943,0.012522390509365848,0.9646334045098888,0.007124567167724994,0.944265509381829,0.01092764399961725,1.0149779756856885,0.005210105216504821,0.9972741397599535,0.005569369895810351,0.9131738886937487,0.008881242888548751,1.115649503586056,0.002453961955992743,1.0947710413286988,0.003962847988428629,0.9935133944887446,0.006222086011647246,1.1580731195532077,0.0068277850167978195,1.01339235452167,0.00478593342366057,1.0562268830316623,0.006697432994210853,1.2597207166288176,0.006468345852674439,1.1158336967802742,0.005709276644358367,1.231800577614329,0.005245635626993824,0.9212235026020904,0.004238177614671795,0.9617099089604266,0.004211365907591781,1.139122996787865,0.0023528010000472208,0.9212815454251652,0.006893562201484415,1.0803000807635201,0.003632690748304946,0.9562165996457583,0.009993799439482814,1.0441587433890223,0.0031131216075819357,0.9444866734831943,0.006352784525017905,1.0681131607075731,0.004788197304093505,0.8254491504234523,0.0065952151086591795,1.1588963279714763,0.005068587647931292,1.1228316324804726,0.011135831802140334,0.8345279800899237,0.008004294289289744,1.0232975715665287,0.062331912910547294,-0.2905557637924051,0.21840273236683336,-3.652083370404333,0.002210924754657141,0.7203650498906086,0.008158257948507065,0.932930739308633,,415,RAS,IRA1,Haploid,frameshift_variant,1.0757860300029467,0.0019375194840108108,1.2030787378470587,0.0020874059239587087,1.2373709770219976,0.002771620414052571,1.1434727997367333,0.003290427043240239,0.9530179212374684,0.0033498816066715887,0.9681587580938594,0.0021598306521145847,1.064735388189807,0.0012945907165193863,0.9424429384282665,0.0007952445506354703,0.9297418579841844,0.0027303146349897424,1.138503799946509,0.002865997182292154,0.9443551781972249,0.004656942931022415,0.7656884623695553,0.001739509754006792,-0.2905557637924051,0.062331912910547294,-3.6520833704043327,0.21840273236683336,1.0420885934688564,0.0023359720269029906,1.065546884702891,0.004079552480128507
0.011158561296383937,1.2059835325900534,0.009112637061687549,1.1961310235315004,0.01258306913173259,0.7548542215201329,0.00869798920730972,1.0477889326135268,0.013370287164828926,0.9828820426781046,0.01124540996246825,1.0412040173677857,0.7962565445971291,,1.799698386643344,,0.5170979016210141,,0.8696035398694654,,,,,,2.2418310205353573,,0.557456623782552,,1.3142620996104737,,0.01017621333395899,0.9224605442541685,0.011636241242451125,0.7967437482572939,0.007335297672765535,0.9423499870431548,0.00930955235181433,1.0119442567639616,0.008492295773715923,0.9104445153488624,0.008533630651598172,1.0971891592348566,,,,,,,,,,,1.8575102212502834,,,,,,,,,,,,,,,,,,,,,,4.168265911860914,,,,NotSequenced,499,NotSequenced,NotSequenced,NotSequenced,NotSequenced,0.8972138222206818,0.0031197947861516303,1.0062113267689556,0.002920955247131791,1.0735239883387184,0.0035864548748401268,1.0282683692951078,0.003588255169843408,0.0,0.26699453030160347,0.0,0.8696035398694654,0.0,0.3332434985858923,0.0,1.8575102212502836,,inf,,inf,,inf,0.0,4.168265911860914,,inf,,inf,,inf,,inf
0.14919029310586235,0.37581987753576,0.2238880550311923,0.07938457978265875,0.22480440066277824,0.25876657593887376,0.19340019916691786,0.47224899173145335,0.21221207732578617,0.4045058578423,0.1623474559097961,0.4565102876899609,0.047127409411336516,0.5434471795080988,0.04899133098251811,0.4871952666194284,0.021311194254199303,0.4185565200679897,0.04482028583283858,0.3789115098974974,0.02150774125783638,0.35156828185390193,0.027694209530216084,0.45145547510575723,0.038370853500833454,0.44126358620852285,0.014784896262575934,0.3814088006794161,0.0183767788998728,0.5422783330075183,0.16903416318466924,0.2325459321839522,0.25391636796411643,0.005808346055772778,0.14788457389871673,0.3049795496851543,0.2185955385304082,0.21607536056208795,0.18012765515699652,,0.3274500991784704,,0.03224511834959005,0.12495322297734648,0.029450947968145406,0.24265507253776772,0.0237438118333947,0.17486717433025614,0.020642781325533856,0.35292403284604007,0.030706741532783723,0.13665927243831255,0.023724499635337057,0.39126837156757127,0.04182070401491312,0.389335738431019,0.01612243762997991,0.3990386540966981,0.029797335083010454,0.28904220953765036,0.01905271656387935,0.20565648617627988,0.04319704327580867,0.31273549409914925,0.033230940154467765,0.328362747292203,0.037767516346001395,0.3175192174236751,0.0347546132855619,0.3788183893619045,0.05655888353008838,0.5073023496874588,0.06263834190656606,0.26038010465311695,0.03506744323914853,0.15094933052142953,0.10430058935917706,-0.1306992205306376,NotSequenced,622,NotSequenced,NotSequenced,NotSequenced,NotSequenced,0.2082828066704462,0.06018187336706239,0.07499679264595048,0.07587151183665013,0.257702250499307,0.06403000363560969,0.4463074136210961,0.06233434244196473,0.4643034978843188,0.011292475198441133,0.3917613883174349,0.009531539684530342,0.4510431480190627,0.006751531583779534,0.35684930810178733,0.005359811396726792,0.2381789605466708,0.011621690470242979,0.3215680067753236,0.01878210434870243,0.3494421282639248,0.01809923994275734,0.08008161148091943,0.02624385900390922,0.5073023496874589,0.05655888353008839,0.26038010465311695,0.06263834190656606,0.15369964237507555,0.013674524948699309,0.24363768418387335,0.01770609097297468
0.006628831350786356,1.3100176655059872,0.005516221376523562,1.3351700775301332,0.006379523304113794,1.0134462441267589,0.006522181575549888,1.0492711784425874,0.009207834037572821,1.1001298240259905,0.009005701587964814,1.1578196728139551,0.014931621473114087,1.4622549141821417,0.018075646110730627,1.170305290502144,0.013028986458697196,0.6930965829570976,0.01464595888661446,1.1230334136321451,0.006347415535048639,0.7946111124356342,0.009811726672110093,0.8665818115802165,0.018321799343351843,1.1855729344627826,0.005675180372034193,1.147925606264419,0.009989394902421301,0.869778646375727,0.0046729777769878595,1.1729445648025012,0.00488098495931807,1.030216254409296,0.0034880008839811476,1.073019569185715,0.005427450180604982,1.116673482461835,0.0050434192014291125,1.0354082980341788,0.004620756883795989,1.1856813493263345,0.009173794769265496,0.9902722540533271,0.007872535159196241,0.9629042678230058,0.00795375124034865,1.1944604819101687,0.004299200868110901,0.9922101509251471,0.012161955750269519,1.2040121192119784,0.0064670903845728605,1.015693951515415,0.01624621241168869,1.1804808791650585,0.005349238005786613,1.0348720545529746,0.01243700539371949,1.1796582599297105,0.008931497623013764,0.870917833008965,0.012458777089489814,1.1245060059011707,0.009790768048427226,1.159977546896938,0.018893168032729737,0.9148313645039556,0.012684050891990931,1.2047358391005782,0.09687144316395592,-0.6163923471207216,0.4965348327802189,-3.3159395885196696,0.0036215347320605147,0.8011615345946064,0.01343194583662542,0.9785490273404864,RPL19A-upstream_point_variant,689,RAS,IRA1,Haploid,frameshift_variant,1.0908975632425641,0.001417293485436098,1.1147053569188468,0.0016696120635107982,1.2242556283559143,0.0020454449080204353,1.0963979331627371,0.0026812032848092353,1.0845252559424698,0.005023940055495579,0.8854121255666522,0.003051185007504019,1.0699864097908185,0.0030221358546872693,1.0034538615395887,0.0014261331291356503,0.999963577907966,0.0051983559177930985,1.1443685253166278,0.00548240406238137,1.0882859668567393,0.007589075700725283,0.8388321416841618,0.002852453384549339,-0.6163923471207216,0.09687144316395592,-3.3159395885196696,0.4965348327802189,1.0996388203791287,0.004260159714870513,1.1939380483120867,0.006955243130566483
0.04112793769632437,0.3371295828331489,0.04889247682344047,0.23237193357331015,0.058864198941332845,0.12300472431450381,0.04654220674025767,0.2635340944789844,0.06186699684911172,0.3184047462951551,0.04994510187984399,0.2629886295532845,0.03424894859721717,0.6206686578799536,0.036410301913405475,0.5292822360971685,0.01675081371759595,0.3293898080308165,0.03197144033242665,0.46848547118300504,0.015998256531245432,0.2670278178855535,0.022273773407033185,0.4373144769946742,0.029472812194712525,0.4699776563534495,0.012224975905548425,0.3606624500862731,0.014834008102567783,0.42966546230891445,0.05430953350596533,0.14413387263614144,0.058137985008139534,0.18320923236382783,0.04545272873824862,0.23070891175865202,0.05371766085518524,0.3006415444310513,0.04748595712826952,0.16321591759643544,0.08017407330111699,0.3285492334762317,0.030864508964283437,0.1301053269071277,0.028933805972899514,0.2600549932256667,0.022104613145418055,0.2141160903282742,0.019119833806428652,0.3456999742508835,0.02911059697780317,0.12452469229310259,0.022298219260317588,0.37404440233067426,0.04019952084883519,0.36378108011957433,0.01643517189068186,0.3669613053325694,0.02706976673792212,0.28629942964427263,0.01857363372130338,0.16433109272842286,0.039975874471904614,0.44768832579672035,0.030908380851686155,0.3111409037650504,0.035639690017194525,0.3119636019808666,0.03196269724711747,0.40826361982060194,0.056098881326888506,0.4680174458258594,0.061008468353451466,0.3011920593687905,0.03200170757854386,0.17928301607818684,0.08976485863173146,0.07487359158037381,NotSequenced,697,NotSequenced,NotSequenced,NotSequenced,NotSequenced,0.1888595845869036,0.017356798630567778,0.25181974843052346,0.019176349312154232,0.2435313703762388,0.01619284470539301,0.27872341435817055,0.017339567768647174,0.4496595770742003,0.008593920822557524,0.3675922956175716,0.0072108151177047095,0.4063138887498419,0.005460244225144129,0.3436474121819164,0.0051933184924344376,0.21396357393444648,0.011015479286220963,0.37068106124013606,0.017431086034780042,0.3627325603467839,0.016850597561693915,0.15184297259816373,0.023591276703995544,0.4680174458258594,0.056098881326888506,0.3011920593687905,0.061008468353451466,0.17905744952940092,0.012880108323596642,0.22501357470710032,0.01688400029932535
