BarcodeID,CellBatch1_fitness,24h_fitness,48h_fitness,72h_fitness,96h_fitness,120h_fitness,168h_fitness,4gen_fitness,6gen_fitness,8gen_fitness,8gen_2_fitness,9gen_fitness,CellBatch1_err,24h_err,48h_err,72h_err,96h_err,120h_err,168h_err,4gen_err,6gen_err,8gen_err,8gen_2_err,9gen_err,Global EC Fitness,Global EC Error,CloneID,Ploidy,Class,Mutated Gene,Mutation Type,Batch,Fermentation_Dependent_Component,Respiration_Dependent_Component,Stationary_Dependent_Rate,Cluster (Figure S6BC), 
23,-0.074784981,-0.070946786,-0.0641108,0.083016359,0.021351778,-0.111435365,-0.156765681,0.144877882,0.006995673,0.064855662,0.072100159,0.075773609,0.072463864,0.135579522,0.205505,0.152201997,0.180201036,0.13373804,0.1667155,0.088680904,0.084930127,0.086285709,0.094043258,0.086313781,0.002390656,0.046549324,130822-1-C3,Haploid,neutral_haploids,NA,NA,NA,-0.072462327,0.007975317,-0.002634129,NA,
53,0.233930572,0.344783694,0.322987,0.478963555,0.613955837,0.467291314,0.554055911,0.152420085,0.206877377,0.259707879,0.328742663,0.402651477,0.064876939,0.122422991,0.18461,0.129362959,0.147846625,0.09513352,0.107214366,0.082676158,0.064366678,0.069728595,0.072476023,0.062591479,0.273094436,0.03883748,131015-1-G4,Diploid,pure_diploids,Other,Other,old,0.386467831,-0.025429477,0.000432188,NA,
143,0.161424028,0.271597844,0.422150094,0.370823828,0.43759852,0.444704654,0.366685973,0.136185159,0.16905509,0.220200893,0.301234363,0.330654066,0.048701878,0.115902277,0.095208362,0.092202829,0.094665076,0.084076465,0.092128476,0.062152149,0.048336698,0.058403946,0.059445931,0.052803081,0.238637278,0.030041086,E2-88-6-G6,Diploid,pure_diploids,NA,NA,NA,0.316159023,0.175644292,-0.000180829,NA,
151,0.579917407,0.74585403,1.773304887,2.022585098,1.60232872,1.347328262,0.387479739,1.117697645,1.421198329,1.454248008,1.123754854,1.65250463,0.031415865,0.110604723,0.046401403,0.049945988,0.066761701,0.071250603,0.073221655,0.041173283,0.031545745,0.048732569,0.046690312,0.041304437,1.077018546,0.02059576,E2-88-10-D3,Haploid,adaptive_haploids,IRA1,Nonsense,old,0.552149458,1.198692667,-0.016663261,3,
163,0.109073362,0.33018264,0.308827509,0.352931506,0.401132633,0.365276033,0.274788973,0.15535781,0.118142396,0.247556331,0.283573467,0.426385847,0.059503101,0.119956473,0.121327068,0.118622673,0.120689976,0.093334862,0.109219828,0.072628019,0.058469664,0.064711028,0.066548771,0.059231099,0.214650114,0.035029053,E2-88-5-A1,Diploid,pure_diploids,NA,NA,NA,0.446685409,-0.024914319,-0.001015699,NA,
273,0.582509529,0.725217903,1.122449036,1.398342994,1.084510411,0.966104982,0.482418772,0.765686718,0.921657377,1.077053344,0.91596317,1.157880183,0.031470667,0.110620118,0.046718969,0.050074402,0.06680326,0.071304489,0.073222131,0.041313109,0.031609867,0.048777171,0.046737469,0.041369503,0.84163296,0.020646237,130822-2-A3,Haploid,adaptive_haploids,IRA1,Frameshift,old,0.547833852,0.463436322,-0.009346498,2,
283,0.209928128,0.289370863,0.558943259,0.645369751,0.952505476,0.479666981,0.355897944,0.157305205,0.158597765,0.21690558,0.274009597,0.342223038,0.04360419,0.114529432,0.086377829,0.079750891,0.080652815,0.080519163,0.088933028,0.057305579,0.044388197,0.056130617,0.056860206,0.049982909,0.26340937,0.027878261,E2-88-7-D5,Diploid,pure_diploids,NA,NA,NA,0.295048721,0.314501129,-0.004333698,NA,
387,-0.055542054,0.02343345,0.175142,0.192644737,0.140899109,0.085358216,0.216400743,-0.098078186,-0.003240435,0.043289169,-0.022560441,0.022466729,0.099632286,0.153393916,0.261163,0.24154396,0.229622914,0.139775321,0.18464586,0.123022119,0.111887588,0.105497277,0.140153923,0.113272631,-0.001118188,0.062480572,131016-4-F10,Haploid,neutral_haploids,NA,NA,NA,0.185113542,0.176993308,0.000538292,NA,
390,0.165249107,0.277768049,0.206508,0.236881709,0.444156139,0.488739874,0.352077701,0.129917587,0.092505666,0.237768753,0.303554822,0.341361878,0.043198389,0.114397197,0.109025,0.084585874,0.091363481,0.079743839,0.088292197,0.056045556,0.043757048,0.054965883,0.055823978,0.0497841,0.221744262,0.028039855,E2-88-10-F11,Diploid,pure_diploids,NA,NA,NA,0.400652741,-0.083136723,0.000919209,NA,
415,0.883349009,0.8873859,1.736467248,1.611056057,0.287742267,0.179071634,-1.722014371,1.052971828,1.306891652,1.198737642,1.019572065,1.368234337,0.032552079,0.111200358,0.049423536,0.052859148,0.074651386,0.091760353,0.21386288,0.042918037,0.032127791,0.049726592,0.04816719,0.042526541,1.128040377,0.021375844,E2-88-4-D10,Haploid,adaptive_haploids,IRA1,Frameshift,old,0.230654929,0.990594906,-0.033892921,1,
554,0.15519184,0.249893268,0.323635565,0.398613196,0.47006443,0.61888171,0.446290751,0.20297407,0.136416156,0.194041699,0.381717928,0.357194429,0.063549232,0.121398716,0.133211822,0.11853303,0.139654952,0.092170507,0.109454948,0.078763067,0.063741771,0.068682107,0.071962315,0.061519267,0.24188525,0.03755417,131007-1-F9,Diploid,pure_diploids,NA,NA,NA,0.306926075,0.08603268,0.00044082,NA,
689,0.888821947,0.927341143,1.640417474,1.577303596,0.197254271,0.148644239,-2.006986108,1.012999802,1.237687566,1.176544348,1.003908345,1.297925072,0.031978811,0.110879918,0.048367361,0.051546985,0.073125702,0.084214584,0.18316653,0.042356317,0.031912783,0.049258933,0.047605454,0.04201173,1.106043334,0.021041235,131016-6-D4,Haploid,adaptive_haploids,IRA1,Frameshift,old,0.237403353,0.831922386,-0.034943561,1,
697,0.163508975,0.310705763,0.492169286,0.422543829,0.476118184,0.43816751,0.197133547,0.108663755,0.116042967,0.150283057,0.243761237,0.3425435,0.056208491,0.119901644,0.116797757,0.120031721,0.119964014,0.092279645,0.109219782,0.072472795,0.058560918,0.065254862,0.068962729,0.059830028,0.208854997,0.034607897,E2-88-10-H1,Diploid,pure_diploids,Other,Other,old,0.347709117,0.211707444,-0.002650889,NA,
989,0.192504788,0.259480378,0.318725,0.440977584,0.668693386,0.510486137,0.537123699,0.209623245,0.168709915,0.187589199,0.29325461,0.392085189,0.0753138,0.128834087,0.244782,0.173139617,0.138476117,0.112783597,0.124289568,0.093885904,0.07727275,0.081150446,0.086408282,0.071338312,0.223529646,0.045701972,131016-6-G2,Diploid,pure_diploids,NA,NA,NA,0.281396586,0.069118726,-4.87E-05,NA,
1102,-0.156693823,0.011616276,0.0190306,0.115690446,0.132972686,-0.065206131,-0.215251979,0.057855254,-0.036473832,0.021881813,0.029630555,0.058843056,0.074989012,0.135677579,0.213456,0.165905973,0.216422653,0.131148584,0.178325165,0.092413254,0.085729104,0.086670762,0.100665547,0.09488256,-0.050071918,0.048135767,131016-6-H9,Haploid,neutral_haploids,NA,NA,NA,0.018638697,0.008650045,-0.003720396,NA,
1185,0.680709008,0.870284202,1.682616633,1.644569719,0.544429373,0.031148599,-1.356855482,1.011942745,1.243481326,1.185011678,1.063317651,1.348151836,0.031512977,0.110681682,0.046911114,0.050427822,0.067698258,0.076175752,0.098069109,0.041396795,0.031635327,0.048863727,0.046866957,0.041475159,1.040668915,0.020692459,E2-88-2-F6,Haploid,adaptive_haploids,IRA1,Nonsense,new,0.325831876,0.947721169,-0.031533123,1,
1226,0.366475507,0.360802314,0.49328034,0.539680735,0.571668982,0.495142011,0.724154816,0.178597262,0.097314794,0.190308994,0.304252569,0.398211747,0.055151721,0.118290207,0.126431804,0.117618787,0.130564471,0.087396586,0.096844505,0.065799262,0.055654577,0.06458999,0.064934395,0.056873775,0.309976567,0.033938564,E2-88-3-A11,Diploid,pure_diploids,NA,NA,NA,0.370260673,0.154557697,0.001993638,NA,
1254,0.107550773,0.241983354,0.17653,0.324034455,0.410809905,0.353946527,0.418824504,0.189857095,0.160495728,0.174326517,0.285849735,0.308300359,0.059978765,0.1217177,0.18555,0.127255221,0.121734552,0.097423651,0.108987861,0.071603317,0.058690794,0.065864021,0.069453172,0.062454935,0.180531417,0.036640974,E2-88-3-H10,Diploid,pure_diploids,NA,NA,NA,0.189813957,-0.076362246,0.000725374,NA,
1297,0.204889038,0.347891229,0.291705665,0.349034931,0.38294566,0.496758645,0.498949756,0.162161715,0.124805381,0.194925953,0.2847814,0.344240948,0.043655003,0.114109217,0.088038369,0.081328885,0.090471832,0.08007756,0.086155122,0.055764911,0.043903913,0.056008006,0.055934153,0.049909707,0.230861714,0.02781902,E2-88-10-B6,Diploid,pure_diploids,NA,NA,NA,0.307666657,-0.065549825,0.001678678,NA,
1322,0.747999806,0.647818157,1.298486255,1.75750661,1.821705025,1.653083258,1.173129829,0.848480645,0.936831655,1.163259673,1.036389244,1.340308874,0.033748388,0.110912033,0.051631932,0.052787414,0.067059478,0.071559277,0.073904995,0.044107813,0.032742406,0.049808918,0.048486614,0.042398428,0.986546015,0.021918299,E2-88-8-F10,Diploid,high_fitness_diploids,NA,NA,NA,0.730932631,0.759112781,-0.006023404,3,
1488,0.812483389,0.935788706,1.643944182,1.588516369,0.426081483,0.240613617,-1.766039346,1.010096987,1.254344923,1.19972784,1.014524881,1.354684162,0.031612113,0.110704927,0.047037353,0.050545676,0.068208438,0.073627487,0.111933966,0.041610692,0.031679319,0.048919203,0.047004069,0.041559222,1.083265892,0.020747358,131101-1-D1,Haploid,adaptive_haploids,IRA1,Frameshift,old,0.310982769,0.826181388,-0.032974688,1,
1564,0.211622614,0.305268525,0.320731087,0.340311761,0.494864778,0.379052092,0.297283648,0.151534271,0.129047923,0.162336795,0.301747312,0.345394464,0.06369427,0.123764706,0.151915823,0.143687432,0.135974699,0.103113364,0.120309444,0.081320795,0.064625629,0.07066104,0.071667741,0.064667614,0.229735242,0.038213738,130712-1-H5,Diploid,pure_diploids,Other,Other,old,0.319932673,0.018039657,-0.001103824,NA,
1641,-0.013266635,-0.008588889,0.138234,0.177676477,0.285290854,-0.129590644,-0.039861106,0.015377426,0.017170083,0.027399779,-0.035081801,0.008107451,0.056821652,0.124456874,0.159041,0.113972792,0.12767734,0.102444846,0.111597627,0.072558526,0.062752484,0.07015405,0.075914964,0.06872468,0.001151628,0.037114458,131010-3-B8,Haploid,neutral_haploids,Other,Other,old,-0.02514548,0.171293371,-0.002969866,NA,
1642,0.221377988,0.286394599,0.369906,0.559856691,0.694598638,0.53930702,0.579266046,0.143855394,0.120768339,0.194337435,0.355452759,0.336723523,0.059401453,0.120593021,0.164864,0.123408483,0.113410979,0.090908611,0.103647107,0.07592641,0.063843903,0.069170922,0.068343948,0.061843678,0.259744307,0.036679275,131016-1-D11,Diploid,pure_diploids,NA,NA,NA,0.359656687,0.097429968,-0.000365248,NA,
1657,0.169264226,0.30168953,0.307355,0.244595634,0.477367882,0.378850174,0.308965843,0.163986029,0.20437411,0.247229602,0.286012719,0.355773398,0.073850176,0.126206739,0.193581,0.164674077,0.140821249,0.1087228,0.124314473,0.092806134,0.074673039,0.075468516,0.081740958,0.068949378,0.234364434,0.043222274,130712-1-C8,Diploid,pure_diploids,NA,NA,NA,0.292030871,0.006609715,-0.000365957,NA,
1683,-0.061441065,-0.060785175,-0.0759318,-0.088117065,-0.096480818,-0.132067559,-0.083197046,-0.011718447,-0.014619487,-0.00858736,-0.016405788,-0.037639325,0.07303235,0.140717502,0.22377,0.178881456,0.228227849,0.131435935,0.160099388,0.091865288,0.087445661,0.087954059,0.099881405,0.094947221,-0.036136603,0.047838574,131016-5-C2,Haploid,neutral_haploids,Other,Other,old,-0.024118658,-0.017671063,6.69E-05,NA,
1711,0.178225236,0.268231873,0.110348,0.26833936,0.460010844,0.419413936,0.321657927,0.135528222,0.132818879,0.135401303,0.322632606,0.345341704,0.046813599,0.115587614,0.130136,0.09305738,0.097285756,0.084023583,0.091992112,0.059873033,0.048054003,0.058783746,0.059551653,0.05188306,0.200603141,0.030334786,E2-88-4-A2,Diploid,pure_diploids,NA,NA,NA,0.330103951,-0.184197852,9.59E-05,NA,
1866,0.736067527,0.783823456,1.035753292,1.285923424,1.176686694,1.120776679,0.679534567,0.60553432,0.712568573,0.784439805,0.735002459,0.812927017,0.035182844,0.111153204,0.057446405,0.056123279,0.068185424,0.072816291,0.077468166,0.047992832,0.034999189,0.05123749,0.050193472,0.044544008,0.793680215,0.023009979,131016-2-B12,Haploid,adaptive_haploids,PDE2,Nonsense,old,0.30202791,0.293918142,-0.006061066,4,
1915,0.153161313,0.332429066,0.528597195,0.533918524,0.486535934,0.339544443,0.437042413,0.047184119,0.082434816,0.163341876,0.219295514,0.364899359,0.050280332,0.116986777,0.107940978,0.106051654,0.109824336,0.087849256,0.096751722,0.068244372,0.053203658,0.061068891,0.062133486,0.054697465,0.204803159,0.031488483,131122-2-D7,Diploid,pure_diploids,NA,NA,NA,0.482649471,0.228862817,-0.00103246,NA,
2006,0.02139786,0.002442962,0.103522,0.045892354,-0.027682545,0.103488895,-0.139014044,0.025608909,0.004637728,0.007340673,-0.059208688,0.006468555,0.064832228,0.12957984,0.172454,0.152904497,0.165188993,0.105364321,0.131417781,0.080510156,0.071018723,0.077391484,0.086298217,0.081643856,0.003224695,0.041783872,131101-3-E12,Haploid,neutral_haploids,NA,NA,NA,-0.056761099,0.117925545,-0.001797669,NA,
2037,0.123804948,0.336046033,0.356636532,0.382504828,0.434046434,0.254092291,0.394313279,0.226199702,0.192241245,0.242983112,0.368363517,0.365996024,0.057172874,0.119443536,0.115312583,0.110069702,0.111029787,0.094656519,0.104958687,0.070252275,0.054853758,0.062428327,0.063072076,0.059092762,0.247037859,0.033537061,131016-2-B5,Diploid,pure_diploids,Other,Other,old,0.261694154,0.024022249,-0.000198827,NA,
2039,0.47746191,0.447350969,0.944317799,1.316530116,1.37506821,1.320393839,1.187368462,0.50585354,0.555656563,0.626207219,0.74810721,0.759188051,0.038289433,0.112075094,0.064927303,0.059447741,0.06844337,0.07239121,0.074984607,0.048701797,0.037021594,0.052602867,0.050836383,0.045397396,0.638903007,0.02448769,131016-1-B6,Diploid,high_fitness_diploids,Other,Other,old,0.42444373,0.579794635,-0.001424218,4,
2051,0.08534236,0.394850396,0.29957,0.326439482,0.344866742,0.464649509,0.373505308,0.113878886,0.190021016,0.292660312,0.280012422,0.349206442,0.055911687,0.118301944,0.15042,0.115089571,0.117981741,0.090210481,0.102561562,0.069896596,0.054909509,0.061919493,0.06467938,0.057888427,0.212752325,0.034021801,E2-88-8-D6,Diploid,pure_diploids,NA,NA,NA,0.37601892,-0.111160462,0.000536074,NA,
2206,0.183980506,0.322992257,0.481020879,0.619633541,0.457591775,0.424997484,0.310524313,0.184164606,0.205533989,0.253019963,0.205997654,0.383693351,0.076927829,0.128271856,0.172408622,0.160443151,0.156671543,0.105845889,0.127963801,0.092677876,0.075467374,0.078394155,0.085735499,0.071293492,0.232291432,0.044659692,131017-1-A8,Diploid,pure_diploids,NA,NA,NA,0.270164853,0.184366726,-0.002882407,NA,
2222,0.070251699,-0.100864162,0.179367,0.202168368,0.087473052,0.098613866,-0.252058955,0.162832773,0.15038758,0.019580271,-0.064199086,-0.03046722,0.072268887,0.141871492,0.192901,0.161812024,0.202519368,0.121454212,0.172101654,0.091217696,0.077508943,0.086641497,0.106187182,0.092891667,0.034494813,0.047660025,131202-1-G2,Diploid,pure_diploids,NA,NA,NA,-0.37165934,0.326936355,-0.004497103,NA,
2288,0.658580454,0.511826821,1.181630102,1.502544182,1.31055922,1.306580842,0.741972658,0.743284332,0.849739551,0.888837946,0.797425315,0.982059048,0.033441801,0.111125844,0.051197711,0.052499115,0.067357385,0.071706085,0.074970749,0.043328109,0.032716709,0.050021835,0.048391329,0.042748462,0.825468845,0.021809526,131016-3-C6,Haploid,adaptive_haploids,GPB2,Nonsense,old,0.288098093,0.781437161,-0.007462455,4,
2305,0.153007955,0.344614961,0.277472388,0.380156822,0.4802349,0.346723299,0.43039479,0.1611078,0.174127285,0.211301442,0.381386725,0.438403432,0.060605214,0.118448524,0.120784271,0.115050822,0.13332183,0.091646002,0.104912292,0.07293556,0.057509414,0.065316323,0.065679602,0.059621141,0.246112348,0.035201314,131101-2-E12,Diploid,pure_diploids,NA,NA,NA,0.43968562,-0.078333002,0.000229456,NA,
2331,0.166703873,0.312831219,0.221782805,0.188677376,0.309030874,0.51083375,0.229656537,0.158570087,0.096938476,0.196097918,0.272736559,0.281016061,0.071150296,0.125990256,0.157387297,0.153070574,0.17044867,0.105045889,0.127451851,0.083378041,0.070680902,0.071853509,0.07750702,0.066528191,0.209454518,0.040891058,131016-5-C11,Diploid,pure_diploids,NA,NA,NA,0.252227843,-0.10622315,3.51E-05,NA,
2422,0.190698566,0.338976366,0.233276,0.324946439,0.44480377,0.548472842,0.565294496,0.182893519,0.132237061,0.223282697,0.28556276,0.362479998,0.05975103,0.119844701,0.170734,0.120829369,0.120093441,0.091164323,0.09956739,0.075126182,0.060030273,0.06567733,0.067861848,0.059345811,0.229491762,0.036193496,131016-1-A4,Diploid,pure_diploids,Other,Other,old,0.317368975,-0.123317094,0.002284194,NA,
2423,0.080842993,0.320864933,0.83005571,0.135796082,0.530589946,0.447482119,0.552442985,0.21282669,0.212369512,0.213660947,0.307021369,0.338333753,0.110100215,0.148483191,0.223367987,0.311503122,0.255619236,0.133763009,0.159845791,0.127345957,0.109488552,0.099884888,0.11209006,0.103754191,0.244926936,0.059511266,131209-1-B4,Diploid,pure_diploids,NA,NA,NA,0.181424986,0.594055907,0.00265027,NA,
2451,0.11814166,0.250876005,0.398601586,0.394001298,0.258200499,0.39530995,0.372392364,0.160247414,0.181799901,0.270450705,0.290830165,0.365946094,0.055440273,0.119073558,0.111941388,0.106737874,0.141550013,0.088398881,0.102774066,0.070212082,0.053975853,0.062120287,0.063567874,0.055846697,0.232849413,0.033117628,131025-1-A2,Diploid,pure_diploids,NA,NA,NA,0.338355106,0.172346511,9.76E-05,NA,
2468,0.816507893,0.821511132,1.271502885,1.486716178,1.28314911,1.161841017,0.721532367,0.621549318,0.718866951,0.775007361,0.829518328,0.888777149,0.037134597,0.111544598,0.062502663,0.060317958,0.069397286,0.074444499,0.083374377,0.049462255,0.036112891,0.052536392,0.051011262,0.045797613,0.878109419,0.024057933,E2-88-1-H2,Haploid,adaptive_haploids,IRA2,Missense,old,0.404248626,0.524990379,-0.007786116,4,
2608,0.512767171,0.476618227,0.897514063,0.850207532,0.805757037,0.604390661,0.806701538,0.321913039,0.440752934,0.474511967,0.582928616,0.596029786,0.040976711,0.112925595,0.069788454,0.067636812,0.074389018,0.079946032,0.086498027,0.057085332,0.04207486,0.055314307,0.052515324,0.048221228,0.574454878,0.025903662,131016-5-C5,Haploid,adaptive_haploids,GPB1,Frameshift,old,0.422103484,0.491045141,-0.000891438,5,
2648,0.332946233,0.273115898,0.330950911,0.327873346,0.344291512,0.507733178,0.494693468,0.262133244,0.165512832,0.200154569,0.324704431,0.302742643,0.072856054,0.127536987,0.167096337,0.153535955,0.171895764,0.10474567,0.116602706,0.083008556,0.071018488,0.073432396,0.07727023,0.068748906,0.287761774,0.041625361,131206-2-G4,Diploid,pure_diploids,NA,NA,NA,0.110820579,0.067474181,0.00173097,NA,
2734,-0.038801745,0.018478322,0.127845,-0.025191803,0.049531386,0.001815221,0.085581927,0.07874816,-0.02418718,-0.039184903,0.076509314,-0.006867804,0.068822064,0.133731309,0.192177,0.160178599,0.192994197,0.13037439,0.161486708,0.089077839,0.080333888,0.086935169,0.089507439,0.093783562,-0.000737658,0.044931299,131101-3-A10,Haploid,neutral_haploids,NA,NA,NA,-0.09009397,0.127594458,0.000986262,NA,
2776,0.138710576,0.365485705,0.299812743,0.380563096,0.489283316,0.348732984,0.431535895,0.143281653,0.098212666,0.144881707,0.316071829,0.348628067,0.064262798,0.119769962,0.140868112,0.1317012,0.145148372,0.099681464,0.111010689,0.079663878,0.065980586,0.070889,0.069773875,0.062244728,0.204394125,0.037879248,131016-2-F3,Diploid,pure_diploids,Other,Other,old,0.357600035,-0.076618456,0.000215865,NA,
2808,0.341781346,0.382168126,0.388902213,0.493514127,0.744124127,0.651645139,0.767417809,0.12784004,0.214715688,0.240461294,0.396660797,0.429590221,0.043857512,0.113455736,0.086064914,0.08001384,0.080587337,0.076577859,0.083304844,0.06227852,0.045044432,0.05620196,0.055746814,0.049544118,0.335551967,0.027807129,131017-2-C2,Diploid,high_fitness_diploids,Other,Other,old,0.466648103,0.007856435,0.002245659,5,
2830,-0.089852403,0.039460458,-0.0440573,0.048266586,-0.042478363,-0.169386148,-0.194491285,0.167810332,0.132110395,0.065558662,0.034826491,0.093960265,0.072068254,0.135092489,0.201826,0.163634013,0.173269839,0.131062848,0.15783357,0.093289136,0.08130277,0.08346958,0.097904504,0.097350419,-0.01148193,0.046376758,131011-2-E8,Haploid,neutral_haploids,NA,NA,NA,-0.17800842,-0.097437385,-0.002538842,NA,
3013,0.298685605,0.268062845,0.233159806,0.261005129,0.442374736,0.492126464,0.235184699,0.108983528,0.097091211,0.176426465,0.254512325,0.244628539,0.051726482,0.117797737,0.120543058,0.114514628,0.111381705,0.088037864,0.10067739,0.067734514,0.054861858,0.062843743,0.064148624,0.056383636,0.249471873,0.032637559,E2-88-8-A10,Diploid,pure_diploids,NA,NA,NA,0.262572266,-0.040720211,-0.000848106,NA,
3075,-0.059289391,0.046706608,0.074582819,0.107061497,-0.113650763,-0.104960025,0.184275255,0.013227044,-0.057815043,-0.06023025,0.005187187,-0.062865234,0.073990106,0.134179308,0.163069479,0.15528101,0.221628442,0.134566921,0.137649961,0.092532893,0.086595918,0.089573777,0.094959256,0.090922022,-0.032814208,0.046839431,131016-1-G11,Haploid,neutral_haploids,NA,NA,NA,-0.081011756,0.032522246,0.001342754,NA,
3080,0.361502498,0.323218524,0.284005,0.524740404,0.474738505,0.473506081,0.279480214,0.119228139,0.122883685,0.12808309,0.286382023,0.383905558,0.080777941,0.128670266,0.245188,0.167001843,0.160066371,0.115642006,0.136035775,0.101240607,0.083066063,0.084124961,0.090155484,0.074798087,0.261291203,0.047989205,131101-1-H2,Diploid,pure_diploids,NA,NA,NA,0.398149961,-0.045749111,-0.002593043,NA,
3160,0.841628655,0.928378631,1.677023579,1.622283958,0.308449391,0.623921625,-0.720710885,1.000203769,1.241591548,1.210190173,0.979269258,1.306353929,0.031867483,0.110818089,0.047809841,0.051216595,0.0701266,0.073239985,0.093240625,0.042009507,0.031823667,0.049133616,0.04730291,0.041813081,1.095493324,0.020927401,131017-5-C10,Haploid,adaptive_haploids,IRA1,Nonsense,old,0.265764209,0.873419106,-0.023034902,2,
3189,0.181019923,0.368862709,0.397608182,0.300859389,0.362697474,0.432523868,0.388987722,0.122512989,0.081951613,0.145638976,0.317648597,0.332397518,0.053959401,0.117139109,0.110950454,0.117324271,0.115237845,0.091293572,0.10200045,0.071221104,0.055932324,0.062888132,0.063786445,0.058141474,0.226755984,0.032909796,E2-88-6-D10,Diploid,pure_diploids,NA,NA,NA,0.377213525,0.033536385,0.000809683,NA,
3250,0.210910695,0.378854955,0.292444,0.395673908,0.363194657,0.395944331,0.206203501,0.156062745,0.160469626,0.224203975,0.320946415,0.397158789,0.055478701,0.118871305,0.144663,0.107478985,0.109230528,0.090614451,0.10925791,0.071633467,0.055252343,0.063453396,0.064723124,0.056500014,0.249834031,0.034104412,131017-3-C3,Diploid,pure_diploids,Other,Other,old,0.391678831,-0.10081278,-0.001872797,NA,
3317,0.23573075,0.280823292,0.445189678,0.389769031,0.318828292,0.353653659,0.174485379,0.092759493,0.086818875,0.152831106,0.284458882,0.325732144,0.055174308,0.119197791,0.115342916,0.11440422,0.115661676,0.092571635,0.105393563,0.072414662,0.05792943,0.064595464,0.065910715,0.058020389,0.243850972,0.033835,131213-1-A8,Diploid,pure_diploids,NA,NA,NA,0.393709743,0.191760784,-0.002116668,NA,
3328,-0.015015802,-0.03696473,0.220012433,0.108908879,0.097564492,-0.050019814,-0.088098763,0.031615052,0.023838055,-0.005166475,0.053774512,0.106723989,0.065890528,0.132453971,0.133350381,0.145853413,0.163729644,0.117318244,0.141482247,0.089882625,0.076877128,0.08284713,0.089788867,0.084328129,0.026660535,0.042397983,131010-2-B8,Haploid,neutral_haploids,NA,NA,NA,0.074623136,0.29980669,-0.002237083,NA,
3379,0.179792926,0.215274697,0.479897914,0.410900075,0.371762051,0.376319541,0.177407161,0.133384089,0.120727585,0.228206008,0.301563536,0.339235569,0.045133651,0.115463621,0.092738475,0.088991349,0.096472493,0.081602486,0.090428225,0.05805091,0.04541346,0.056437775,0.057001556,0.050732462,0.251052457,0.028526054,E2-88-10-B2,Diploid,pure_diploids,Other,Other,old,0.368514346,0.308727086,-0.002385034,NA,
3406,0.620668013,0.494360135,1.081092477,1.435897217,1.270488862,1.178123309,0.808076104,0.717604139,0.801508245,0.90721422,0.782817862,0.976681576,0.032037501,0.110754229,0.047945075,0.05069773,0.06690207,0.0714186,0.073485677,0.041929547,0.03192156,0.049088322,0.047202417,0.041818085,0.793112648,0.020974386,131017-4-C6,Haploid,adaptive_haploids,IRA2,Missense,old,0.350918293,0.684521065,-0.006388829,4,
3486,0.164252132,0.279552173,0.122624,0.21788742,0.34540677,0.456912278,0.36260003,0.158617523,0.141754303,0.190981241,0.281198764,0.33468161,0.052662658,0.118550876,0.152092,0.114065209,0.133427292,0.088994274,0.103493831,0.068096624,0.054120967,0.062324296,0.06375583,0.05917947,0.20156457,0.033199625,E2-88-10-H9,Diploid,pure_diploids,NA,NA,NA,0.28447669,-0.183082869,0.001314172,NA,
3577,0.127430694,0.322764571,0.306162805,0.412131467,0.29612451,0.332787533,0.411472429,0.190695865,0.197910962,0.229479169,0.293103551,0.347144184,0.075807579,0.127907372,0.165237302,0.151567371,0.156946429,0.122474792,0.135480886,0.092350641,0.073187821,0.078572088,0.08328517,0.071076019,0.218301581,0.043989179,131017-4-G5,Diploid,pure_diploids,IRA2,Missense,old,0.245650566,-0.019368728,0.000360049,NA,
3585,0.147588658,0.336335799,0.38979771,0.426891319,0.446434497,0.334721087,0.304452971,0.169776543,0.161235836,0.202696873,0.331248939,0.373258662,0.049929278,0.115974184,0.10007091,0.09561031,0.102783166,0.086343423,0.096923824,0.064200629,0.048773081,0.059137887,0.060147348,0.053990772,0.23289584,0.030666387,E2-88-2-H2,Diploid,pure_diploids,Other,Other,old,0.334612999,0.062372229,-0.00148089,NA,
3587,0.308946958,0.283310933,0.373437,0.339734035,0.390629035,0.615040352,0.194439037,0.185363942,0.148022518,0.225942992,0.307809757,0.365597413,0.065917748,0.124768981,0.174014,0.148654345,0.1428348,0.09738459,0.122109199,0.084006469,0.067762434,0.072302632,0.075775342,0.065046349,0.286761424,0.039884854,131016-6-A9,Diploid,pure_diploids,NA,NA,NA,0.316918801,0.105147079,-0.001801841,NA,
3593,0.034931518,0.093954194,0.0347771,-0.108291992,-0.086845693,0.013798789,-0.110856489,0.141372912,0.095452119,0.016733645,0.116333879,-0.068067141,0.075407352,0.135549942,0.215695,0.191189428,0.20323112,0.13406107,0.161380324,0.090536773,0.087706219,0.094486814,0.100335912,0.09096386,0.04972032,0.049465075,131010-2-D7,Haploid,neutral_haploids,NA,NA,NA,-0.269268262,-0.069039943,-8.86E-05,NA,
3660,0.144357384,-0.011793023,0.168194,0.23859,0.34440633,0.212674487,-0.000158396,0.045529016,-0.027315154,-0.029181737,0.147474711,0.004769388,0.125697336,0.185241228,0.423312,0.461456,0.429656442,0.21097035,0.25787865,0.174071027,0.175072515,0.163736259,0.198233721,0.161773373,0.096791069,0.087164367,131011-2-A12,Haploid,neutral_haploids,NA,NA,NA,-0.010924496,0.209984861,-0.003460807,NA,
