13.1_error,13.1_fitness,13.2_error,13.2_fitness,13.3_error,13.3_fitness,18.1_error,18.1_fitness,18.2_error,18.2_fitness,18.3_error,18.3_fitness,20.1_error,20.1_fitness,20.2_error,20.2_fitness,20.3_error,20.3_fitness,21.1_error,21.1_fitness,21.2_error,21.2_fitness,21.3_error,21.3_fitness,23.1_error,23.1_fitness,23.2_error,23.2_fitness,23.3_error,23.3_fitness,3.1_error,3.1_fitness,3.2_error,3.2_fitness,3.3_error,3.3_fitness,6.1_error,6.1_fitness,6.2_error,6.2_fitness,6.3_error,6.3_fitness,A_error,A_fitness,B_error,B_fitness,C_error,C_fitness,D_error,D_fitness,E_error,E_fitness,F_error,F_fitness,barcode,class,gene,ploidy,type,3_fitness,3_error,6_fitness,6_error,13_fitness,13_error,18_fitness,18_error,20_fitness,20_error,21_fitness,21_error,23_fitness,23_error,1BB_M3_fitness,1BB_M3_error,1BB_Baffle_fitness,1BB_Baffle_error
0.08687716016936872,0.3660470067827672,0.08340405082086458,0.3151498210433961,0.08944688596109275,0.179195372207938,0.08567211983051001,0.3488788825517768,0.10250095789733053,0.4029021518558489,0.0907640605136839,0.3184595332846793,0.1592206715490445,0.5504314126379828,0.15625338014533227,0.5432401987143669,0.15144773756636568,0.4330185164266776,0.1114568977630852,0.4253913760833315,0.10968619188802807,0.39014632960756146,0.10796128762417476,0.46585876393172726,0.09717431850249339,0.4077248968858083,0.09765846419243478,0.4772022509277376,0.09155400549289518,0.5924681968408145,0.09833131500465137,0.3729460350459698,0.11927243377670912,0.37438737674528144,0.09001982498508004,0.33839204558859665,0.15578123753591436,0.13773905846734985,0.20422126628350107,0.2887895927629408,0.21717139097654914,0.39108653573170554,0.07196803243146285,0.33589676232639526,0.07027995926926286,0.31445336361130843,0.07017419407154434,0.3750483669288239,0.0697028382450485,0.4264956674147465,0.049975001972747846,0.3400683400967872,0.04823224015257621,0.20468496970285355,53,other,other,Diploid,other,0.36041291004077225,0.033712564447043486,0.2574722421485795,0.06281183700108575,0.28821528265397367,0.028834939113093497,0.3547934450366548,0.03082044786416668,0.5078407275339338,0.05185809920196741,0.42734761441974783,0.03656096529124654,0.4944984184217757,0.03179340123822395,0.3632693646823717,0.017630236563083077,0.2711754147269846,0.02454407887454044
0.05924145691047774,1.6282259681501605,0.05925123733225418,1.5707168027182796,0.0593310866788113,1.3388873545243212,0.07139538670845849,1.0321912561626059,0.0714161630735567,1.2932553434839842,0.07140581625915798,1.3506144420583093,0.1507330570332673,1.1017001444492434,0.15012515935688403,1.0978853250725915,0.14986376814042565,0.8491414958857146,0.10531509368730319,1.01729306344699,0.10527132882088965,0.9754637611726744,0.10515986664712756,0.8667690843395971,0.08910557917709777,1.1040848757748536,0.08944948873632812,1.0307210113817535,0.08894699616985953,1.107537482714068,0.06398438811438875,1.1269028467430786,0.06400179681330065,1.162302450999674,0.06397217918812347,1.181258238474348,0.09299852920392343,1.5500126258683484,0.09300997981253634,1.2244196031329386,0.09303643737301358,1.7373496841200624,0.06721426234559992,0.8800045286341711,0.06722527920831031,1.0463730629754564,0.06719653902020079,0.9733330102305984,0.0672499860672224,1.1280123442369334,0.04025241805245985,0.9737779817567322,0.03993384031544778,0.8785198839517582,151,PKA,IRA1,Haploid,stop,1.1568222363763438,0.021328706354558222,1.5039070679646305,0.031004993140203493,1.5126943710244474,0.019758188820993942,1.2253409955389656,0.023801929224287772,1.0160301257811786,0.0500799265928278,0.9531359016296563,0.03508290748811164,1.0808612355457334,0.029722287273416775,1.006910823166718,0.016805377769450375,0.925959703989796,0.02004624816689178
0.06947517716496686,0.196277120711083,0.06863393873541937,0.1050444031579844,0.06918074554541831,0.14198897094624743,0.0760772065679882,0.15440104480573053,0.08141682102514582,0.21810976915614344,0.07749564503215102,0.19408506563803185,0.16218542686796728,0.4375229299297424,0.15795952782172415,0.44668195272145295,0.1517686243478982,0.3977479709885681,0.11356389773304185,0.40359041822573744,0.11161074578936442,0.4731797794216119,0.10847919124029996,0.4491385418415764,0.09885702033309743,0.36674391705749665,0.09923864511214874,0.4919164499028498,0.09218757705795771,0.5383642594558132,0.07816018351313297,0.10800862403928282,0.08226492310702693,0.13824555218698348,0.072804895967359,0.13391165480846248,0.11277157416693499,0.1128068408773674,0.13724929039826897,0.33631784006651544,0.1452111154305877,inf,0.07297577869333113,0.3111631706440352,0.07150309994949272,0.28951488402494413,0.07132533848415501,0.3993251266409653,0.07034701747981444,0.42124480810650466,0.052080073650884316,0.30221113991363224,0.04973345214126187,0.18306192780536232,262,other,other,NotSequenced,other,0.12670668487248798,0.025849527041751717,inf,0.04340273976220673,0.14758840225983813,0.023031619725158894,0.18817481918723367,0.02608856726034542,0.4268293143407844,0.05239581209595788,0.4422574680190153,0.037059432034600444,0.4673557958465066,0.03221671526532194,0.3558332036858552,0.017881381339852658,0.24126344466622723,0.025439860080255155
0.05930318883252324,1.1335214001291523,0.05930410218278569,1.206519768031574,0.0594081336583362,0.9508790809421876,0.07142227704883354,0.8539770969826335,0.07147278419645804,0.9722088520626868,0.07143970164499538,1.042506379987208,0.15260352484360698,0.9393429216221846,0.1511635150285885,0.917319325226492,0.15019452565066752,0.7507576140835366,0.10596628294664809,0.893362411076611,0.10589669723400376,0.8599416395104981,0.10541930239333479,0.8150155219574304,0.0898431270107385,0.9489642465057291,0.09084231690451415,0.8506819015463736,0.08934843971164672,0.9535316476300932,0.06405427546283325,0.7928937065272619,0.06409304848366514,0.7818851269062405,0.06401106918247981,0.8278209048732936,0.09303361529695083,0.9149415276968518,0.09310691269540494,0.8463172881124136,0.09315913906348702,1.200024153345348,0.06744034898029744,0.736096110395178,0.0674055530445654,0.8379511597419923,0.06732340121768082,0.8115147540782748,0.06745840420306962,0.9182099823111615,0.04144995239158045,0.8969504650447647,0.040819020373110915,0.822567115624321,273,other,other,other,other,0.8008764713637887,0.021350926734951377,0.9870355882306998,0.031033286847945468,1.097058930288742,0.019779478008619324,0.9562199948359303,0.023814971607507573,0.8686640781806536,0.05043801944653302,0.8560364322781676,0.035253400385907574,0.9180383910904732,0.03000233885959374,0.8259321170905599,0.016851721746560116,0.8594735622879707,0.02056603351515966
0.059382262791332775,1.1137420879684394,0.059382974905715716,1.1011486193487592,0.0595921647152773,0.7621774164800783,0.07148556049015907,0.8855503297652852,0.0715657465906683,0.9070044171064939,0.07152453760234934,0.9335395783525824,0.15149136355050302,0.858270963410735,0.15066171420725688,0.7639945018198463,0.1500046971985915,0.679859825548355,0.10569672851913559,0.8710751683579558,0.1056324267246686,0.9331156529845556,0.10530577548510862,0.6450930846675301,0.08946891839193519,0.9626828933601951,0.09011626867388453,0.7667699959267658,0.08915461098749304,0.8173341136363262,0.06412627764442162,0.8298135928829051,0.06423129502019322,0.8418031091954121,0.0640344907314456,0.8297302279612896,0.09306471899829136,0.9820217189675594,0.09319754904420022,0.8200345020501882,0.09329798660704187,1.2576169443904632,0.06774198753998167,0.6692267435545534,0.06770132590039037,0.7495742189758833,0.06756597736020055,0.7804572174584545,0.06770522750077114,0.8044531054148635,0.04222253104621031,0.9431126597149339,0.041442994763981715,0.9389959471614098,323,other,other,NotSequenced,other,0.8337760022045886,0.021376862332831786,1.019787744503909,0.031062217862354018,0.9926261779299822,0.0198174345121822,0.9086942263889561,0.023841755524938633,0.7670812861463485,0.0502389348928466,0.8162398869313254,0.03518156634619027,0.8490887971705247,0.029859382145744105,0.7509540898833761,0.01691964082262979,0.9410351251280621,0.02091456566041192
0.06002622571185252,1.3285676708492642,0.05987960201536692,1.3301320781476196,0.061291664697051974,0.9923093332232928,0.07196348148568825,1.0177606819328062,0.07248792432998223,1.1135628226545622,0.07214975558125476,1.2034876651169146,0.15181558151878533,1.0291441284134029,0.1504929031886865,0.9922511098019141,0.15004727015837582,0.9173168377204421,0.105784709606114,1.047367428810956,0.10603402576244131,1.101247986377989,0.10522484372876306,0.911643162376667,0.08941343007888919,1.1425816649466598,0.0899179671215541,1.0524507853738394,0.08913395934784117,0.9848829071332551,0.06430037480016859,1.182782825530209,0.06449307440411753,1.1806326789440207,0.06416146989937822,1.1436382781619387,0.09317551739340632,1.3268599095788434,0.09345356931117976,1.2458346526354716,0.0938941752998656,1.5477657770172204,0.06734122786869076,0.9500419645457523,0.06740803847888907,0.9888657267230135,0.06733007936495614,0.9271107328283693,0.06755170659445757,1.0287966604435816,0.04359776900589219,0.9368928262250042,0.043042345780900784,0.7349362125056218,415,other,other,NotSequenced,other,1.1689880363656262,0.021439339681805787,1.373167611013186,0.031168939515722627,1.2186517214228962,0.02013085258355465,1.111519649085766,0.024066578379203108,0.9793646994831988,0.05026050722557122,1.0198305045249199,0.03522670273642673,1.0599073216802186,0.029829092457689856,0.973655122754404,0.016851911888391257,0.8352671783848885,0.02165913853467682
0.06048088830573126,1.1987594047617363,0.06017348129272956,1.177681317758932,0.061713545079003077,0.8335002784061619,0.07205132447469673,1.0097935835710072,0.07263695210473857,0.9928464342207801,0.07227563439259115,1.0378508832276665,0.8161803988433409,inf,1.8106838710201225,,0.5640903762706214,,0.8826743063349858,,inf,,inf,,2.2529553347361193,,0.5761943480228867,,1.5273233798364645,,0.06486773468329493,0.9709949829605966,0.06536539801787594,0.965863755195111,0.06442861187022719,1.0039763688936978,0.09341936393027737,1.1301579571925615,0.0940937363665182,1.061475120662849,0.09481765441763419,1.3412113090663536,inf,,inf,,1.8626645084642273,,inf,,inf,,inf,,499,other,other,NotSequenced,other,0.9803688143287884,0.02162833071610755,1.1770841841442368,0.03136892944523954,1.071746962622128,0.02026068893408455,1.013527383377897,0.024106833205396454,inf,0.2816693192110655,0.0,0.8826743063349858,0.0,0.35284231939639704,0.0,1.8626645084642273,,inf
0.16777197619662815,0.4035644675919428,0.23885889170260702,0.1474517672218215,0.2384665906112074,0.32148477288117727,0.20738729391216185,0.44516967006017355,0.22557335718750202,0.3864889031699144,0.18026318864403515,0.44419493198165827,0.1642329994926538,0.48640322658685137,0.15920999918486953,0.48311786123462414,0.1519638886840089,0.4201384278473718,0.11537242343175814,0.34450006211022133,0.11209217002853379,0.423857916419591,0.10898309590052839,0.44440764649623565,0.10104078318355472,0.40599954557688794,0.10073495456779417,0.47005819484074146,0.09268799192131329,0.5448630921961076,0.21002101703196813,0.24835368419371132,0.36141282111947526,0.26752233678503196,0.17567950026216125,0.38300987673491566,0.32646828671252875,0.4510982238366894,0.5515164000124098,,0.7637002422160494,,0.07433567826308397,0.20969163741356853,0.07169974722404872,0.3326889634392801,0.07157629194334231,0.37764954096470005,0.07062356416459611,0.4105900459045013,0.05437418120635969,0.29594000564213174,0.05088860543075238,0.20354325575231705,622,other,other,NotSequenced,other,0.31034256366719304,0.07563992703196336,0.22337910810874587,0.1616636706998793,0.3047930215716696,0.06973256211245808,0.42723026643568524,0.0675562101580114,0.46230395524810985,0.05276924126784467,0.4052033181937139,0.037362858909604287,0.47571179868474567,0.03266594777929343,0.33406794698212344,0.018008210056527647,0.24821185990428948,0.026286842116101744
0.05963937764327557,1.3517153100030654,0.05962801469259557,1.2879075813166763,0.0604499384158124,1.0015884332671807,0.07175054065773867,0.9943544556118447,0.07198619836118658,1.105000661274293,0.07196047137783246,1.133407798592257,0.15482483578721962,1.2630491950561227,0.15171259884725075,1.1436392995487659,0.15055980459663645,0.8241602006650429,0.10655482411104598,0.9332921944221461,0.10615990896667818,0.9827286260319422,0.10554210863936406,0.8597381742175462,0.09175729923193374,1.2381161757569383,0.09421577719582083,0.9667286588927967,0.09077975938731554,0.8573579009065709,0.06415060707318251,1.1899124691351368,0.06422753508388239,1.175681739391489,0.06405969894522143,1.1753796337302567,0.09312194737503879,1.2283211079103438,0.09330082914954192,1.190743250574587,0.09356684963363424,1.5471196049639369,0.06787015788641491,0.9485763571260807,0.0680544824583093,1.047434070163895,0.06781364766958965,0.9547048323349869,0.06848491274023487,1.0982177043465113,0.05023540527904748,0.9874645680178002,0.04857583631381107,0.760055198040674,689,other,other,other,other,1.180324128610148,0.021381957889008825,1.3217879257730936,0.03110983918531566,1.2146942561637155,0.019967772082786692,1.0775032693286806,0.02396630500920614,1.075049533252292,0.05078152403748335,0.9251153327730666,0.035361324976105744,1.0206169626217119,0.030742819836564062,1.0120038386757864,0.01701369622420734,0.8718501735329584,0.024695842139578334
0.07921100214987195,0.29270870801627985,0.07898077792100015,0.1955641372597008,0.08594927991191749,0.05748380666162533,0.08540154216858867,0.2618697461502573,0.09651756956337362,0.2730663568015233,0.08910745369393545,0.2808314587643633,0.1588440939193592,0.5279126733951703,0.1551043551634091,0.5298363209457284,0.15104753733579526,0.40580492875969654,0.11062625013301232,0.36011865444189184,0.10876637028061138,0.4366347690578322,0.10765337663457548,0.43168149437599734,0.09658917483854833,0.38602284336206166,0.09688914397843423,0.4184178875617311,0.09128113763229274,0.4567226393602836,0.09216297116987467,0.2713790282039379,0.10234291839866534,0.3217068547953017,0.08181965974421535,0.3451752561029388,0.13364537953468564,0.18986030225580192,0.18039719739761104,0.26225531751464504,0.19153300108219234,0.36580440919129337,0.07427077601155477,0.25949258773746464,0.0712216394341609,0.32173432521710255,0.07104420560420896,0.3510474146931045,0.07056397510310307,0.3946738765146513,0.05273352483363801,0.3121637866968676,0.0501461445787034,0.19627515365269024,697,other,other,NotSequenced,other,0.3138135402274302,0.030447501067006152,0.2621971320850109,0.05480399749341744,0.18526824912707143,0.027085160388783707,0.27174587251160043,0.030036701159564295,0.4868035401504834,0.05164439442524524,0.4098322029778385,0.03633386044458589,0.42108139012962015,0.031616187938544336,0.3326438676172353,0.017936510944367257,0.2527621950755167,0.025703649472798937
