A.DE1.PCRa_error,A.DE1.PCRa_fitness,A.DE1.PCRb_error,A.DE1.PCRb_fitness,B.DE1.PCRa_error,B.DE1.PCRa_fitness,B.DE1.PCRb_error,B.DE1.PCRb_fitness,B.DE1.PCRc_error,B.DE1.PCRc_fitness,B.DE2.PCRa_error,B.DE2.PCRa_fitness,B.DE3.PCRa_error,B.DE3.PCRa_fitness,B.DE4.PCRa_error,B.DE4.PCRa_fitness,C.DE1.PCRa_error,C.DE1.PCRa_fitness,C.DE1.PCRb_error,C.DE1.PCRb_fitness,C.DE1.PCRc_error,C.DE1.PCRc_fitness,C.DE2.PCRa_error,C.DE2.PCRa_fitness,C.DE3.PCRa_error,C.DE3.PCRa_fitness,C.DE3.PCRb_error,C.DE3.PCRb_fitness,D.DE1.PCRa_error,D.DE1.PCRa_fitness,D.DE1.PCRb_error,D.DE1.PCRb_fitness,SVX13.1_error,SVX13.1_fitness,SVX13.2_error,SVX13.2_fitness,SVX13.3_error,SVX13.3_fitness,SVX18.1_error,SVX18.1_fitness,SVX18.2_error,SVX18.2_fitness,SVX18.3_error,SVX18.3_fitness,SVX20.1_error,SVX20.1_fitness,SVX20.2_error,SVX20.2_fitness,SVX20.3_error,SVX20.3_fitness,SVX21.1_error,SVX21.1_fitness,SVX21.2_error,SVX21.2_fitness,SVX21.3_error,SVX21.3_fitness,SVX23.1_error,SVX23.1_fitness,SVX23.2_error,SVX23.2_fitness,SVX23.3_error,SVX23.3_fitness,SVX3.1_error,SVX3.1_fitness,SVX3.2_error,SVX3.2_fitness,SVX3.3_error,SVX3.3_fitness,SVX6.1_error,SVX6.1_fitness,SVX6.2_error,SVX6.2_fitness,SVX6.3_error,SVX6.3_fitness,barcode
0.06247740947866327,0.3932839733350381,0.06614602838871811,0.3653091304434513,0.05727160837253584,0.32091577343443617,0.14713789919585693,0.7793663886630187,0.10674202341089518,0.3110374849283071,0.041242498263378065,0.2882970111557037,0.05960455070693685,0.2957564582576877,0.04662860391559895,0.3648384214600199,0.060561593047953687,0.3780201958819211,0.12735590848519832,0.39852037625609604,0.1283545257978237,0.13249598879863367,0.0440348193678975,0.4040908967286939,0.05185665648677568,0.3748470177289662,0.05256117271834752,0.3821097731210683,0.05943076452548837,0.412110628718698,0.061698374581119306,0.4065922038368502,0.0833715235515986,0.3383765400712553,0.08160596979127491,0.31885428205340793,0.08768740653530073,0.2148038732929981,0.07832124609045334,0.36668684645209637,0.09470009413174342,0.4125693058388046,0.07905729537854361,0.3252287662566651,0.07464237610123958,0.5835994960337544,0.07252923975633645,0.5275804814696063,0.062075487016059874,0.44443027038283905,0.06038092466071404,0.4406126068485465,0.0609486370460678,0.35938116682158516,0.06354350865464833,0.4628430759137721,0.0706233481889345,0.4528204241644314,0.06246496119734613,0.43794314724297045,0.060406867256595644,0.5313838939937755,0.09413929870506695,0.36589300201224534,0.11669801549518408,0.3670773165173971,0.08530514503980086,0.34006557050643926,0.13067800958839199,0.1229197161543434,0.18491605210170522,0.2280148473705135,0.1853609959062231,0.3468417042747302,53
0.05028674454654223,1.1026758629387052,0.057833253764361166,0.9642687524751209,0.05021671537911,1.066748455916938,0.100616674342597,1.141633161686888,0.10005147372536731,1.2236457588253473,0.03546522928046518,1.0787513760498495,0.05004353697710112,0.999616500222955,0.035523431254638305,1.043519057407733,0.05017689123297143,1.0574509290797791,0.10126648477413262,0.88418454295799,0.10097960071992584,0.8111805873223621,0.03548420134647325,1.101801939671341,0.050011455243984704,1.0147940340695625,0.050014875431668986,1.005314045947532,0.0504413292124167,1.1520449923786986,0.05780124038714213,1.066668565423901,0.05776594703452225,1.6253956317953673,0.05777880683865447,1.5904530038057574,0.057856417455134805,1.4148815504446324,0.057868767119076535,0.8716321762513638,0.057894164682953074,1.248130589794562,0.0578592489206015,1.235323688510524,0.060623312883773775,1.0958000906775849,0.05885585977911704,1.0804759545570912,0.05811608641636309,0.869950540023113,0.05044500565079852,1.0396386544635088,0.05095467864457411,0.9841092880262436,0.05793441327438652,0.904495432249253,0.0581071917817376,1.1009751482040997,0.05806627626031027,1.0378738766314761,0.057871324666923414,1.06231236877502,0.057781367182638856,1.125527590090786,0.05780356389337785,1.1619647533592639,0.05776577468718281,1.2002799083089333,0.057750641550448234,1.571647887732751,0.05776224401573023,1.3163780724095653,0.070728644543201,1.3752776269375104,151
0.06403256070962493,0.3942215390597396,0.067719108748397,0.3487480635851883,0.06000921133112552,0.29605459754578634,0.2512988734459455,-0.49939692794236734,0.10802871676118184,0.3414775789843736,0.0450810562878806,0.3169930831326675,0.06473736370190429,0.24714670653881887,0.052546387687647376,0.3457940722096142,0.06407262377354922,0.3694681349558776,0.15118177224919307,0.23849755787154603,0.13327947509051394,0.2550083657696618,0.048470584060947564,0.31928187712510014,0.052331523629366834,0.39665742365572015,0.05332097740272327,0.4222432300033536,0.06156008019327943,0.4395649400779937,0.06275778952841381,0.38146146576126605,0.06604372502643198,0.1908008058813767,0.06639411281721437,0.12409536617313396,0.06785903205908482,0.13746562686145944,0.06476499509130071,0.21400658358746097,0.06895404744443608,0.2659120712658089,0.06378139714984449,0.20336406509713253,0.07949414841614269,0.4444558642321632,0.07573510352579031,0.43052599896865845,0.06282748531373555,0.4186794422250958,0.06315730710251123,0.43506940037031183,0.06349692756631894,0.3963673553429178,0.06437041328111787,0.4622870373172321,0.07335308634422034,0.39824108755654125,0.06331273625982957,0.4264352095158339,0.06100646284443087,0.5185040311290892,0.07255486688591704,0.10924919539387386,0.0777227843943399,0.1336182754680442,0.066989493436721,0.1376989496824284,0.08106590270271437,0.0858980021288115,0.11327876490708702,0.1552835917783472,0.1225023386585287,0.08874413818701543,262
0.05103425471468173,0.8827717673604986,0.05820015656882848,0.779232352019327,0.050647184825999426,0.8409807835247495,0.10150992087494173,1.55700686904125,0.10024032625418375,0.8884773816601763,0.03569375430274599,0.8709243321256764,0.05023803697137358,0.7758174120614272,0.035994179266712424,0.8333151000498201,0.05060114422615383,0.8581348322551059,0.10282272848249813,0.8188532144414324,0.10312065755239848,0.768486317059465,0.03578195741033107,0.9231232842568629,0.050056076314474646,0.7892011960427303,0.050075566552831366,0.8113981873449116,0.05125221987825865,0.9292158375048798,0.05797729765237022,0.868756398860938,0.05781670684846887,1.1482765368882366,0.05783237324011722,1.2399966316628357,0.057935734286268276,1.0130649190311931,0.05796373328633964,0.9165450155776291,0.05798819771905958,1.0538328147325153,0.05789665484666577,1.0417316134621424,0.06440719159576429,0.9510906900284696,0.06157227259721591,0.9100210473356676,0.059048178066586174,0.7667942310777905,0.05164446620274762,0.8846036397677903,0.0530476439710185,0.8459257789182287,0.058513845816116634,0.8236239412303437,0.05912601883293323,0.9264474104619227,0.058749037185334495,0.8526096059729152,0.058180910933843095,0.9327585941274085,0.05786357275970995,0.7765074202634722,0.05791245196360724,0.7770772620903443,0.057809255654480335,0.8412332532465946,0.057794791064071864,1.0166463179677434,0.05789445866580924,0.7819735281133096,0.07081934797151553,0.74175893229779,273
0.05192790103053357,0.766346974300961,0.05878380629145263,0.6775569771386478,0.05142483695238403,0.7560559339737907,0.1131460833626474,0.38721128080183576,0.10058253335031074,0.8042352210069348,0.03629478931319409,0.7959304233947577,0.05069684424916274,0.7262107530871829,0.037342876833517336,0.819869955349205,0.05162367088633689,0.751923538264689,0.10733683908964503,0.9950699564504273,0.10616745147607293,0.8077203188165258,0.03667509999693774,0.8142321565906047,0.050138735427822476,0.720592841419117,0.0501823061802748,0.7814188249159302,0.05215269720580177,0.8085939642978054,0.058341096917463205,0.7588812852828358,0.05788772829331739,1.1319038279572708,0.05791473444803994,1.123490598333191,0.05811588343410509,0.8562188437327468,0.05820452656183802,0.8272234254396935,0.05815531658763699,0.969019708708668,0.05809897647606172,0.9233408982513522,0.06233349838188273,0.8637911587340081,0.06020366364314244,0.7643244525376505,0.05850246719443358,0.6871943460617986,0.05114506515863094,0.8714314802395667,0.052341324191687785,0.8577152185224703,0.05825279005466504,0.6728826284801557,0.05875127410067252,0.8794661308171222,0.05842015952677139,0.7504414090705648,0.05804076025378672,0.795100836970584,0.057946675416368755,0.822922421431359,0.058078769762046734,0.8425689991563124,0.05783553802655228,0.831596061653465,0.057846642166061585,1.0056653751116593,0.05799679072243804,0.821118926143714,0.0708903650242216,0.8554034562244769,323
0.05071219072240831,1.142148772249114,0.058012100166696924,0.9965262297370098,0.050579720133991986,1.0028972271382826,0.10121085845257619,1.6167265458601103,0.10015317146164922,1.2911754014278536,0.035642987017076806,1.0684517092383607,0.050143009740641044,0.9481993608136968,0.035906608010852034,1.02599788633792,0.05062519160538288,0.9659202597742583,0.10300569979228327,1.0009207192918064,0.10334535658923674,1.0079277748249975,0.03581623847540339,1.0440421409287894,0.05004824437409166,0.933556830590087,0.05005983441053368,0.9521873191497384,0.051463819028913886,1.062323607959612,0.05804835393659805,0.9908995821258926,0.058475822182066005,1.3636790404364703,0.05842496384964978,1.3802665890896726,0.05983824779051893,1.0719048899759978,0.060113088881986874,0.8548948374823041,0.060468649677943,1.1021946802916094,0.05998328275249789,1.1291720485094368,0.06297575990691935,1.0191881569307357,0.059787928480376666,1.0045134957907815,0.05867340263284882,0.9178303913197905,0.05133898141329557,1.0985005504003575,0.05355822886075756,1.0838347594338886,0.05810889808135467,0.9154010859109424,0.058490866506436985,1.1230777928207047,0.05828416715027193,1.0690252855791993,0.057997781124323244,0.9832680208376252,0.058164420756627075,1.1712348861462865,0.05839958483828642,1.1896100369961902,0.05798534704489872,1.155309656901861,0.058056306485124116,1.3431660730863793,0.05849941446292466,1.089570579379779,0.0711387358774157,1.1061369894065232,415
inf,,inf,,inf,,inf,,inf,,inf,,inf,,inf,,inf,,2.392853047008299,inf,inf,,inf,,inf,,inf,,inf,,inf,,0.05886548480250351,1.2172427658294804,0.05873610921707148,1.2052735231831602,0.06028438431192242,0.8950747396690956,0.06037205422598329,0.9286884523600807,0.06058107506219051,1.0383697589334484,0.059909706200426814,1.0232060673398682,0.7993938421503043,inf,1.8015309498291328,,0.5244396401573639,,0.8729059648095525,,inf,,inf,,2.244060231953368,,0.5628968134675442,,1.514171486626843,,0.05882282847727886,0.9698588284812952,0.059422178853742666,0.983391229711915,0.05828989186578939,1.012473892705882,0.05840247479884155,1.1483413283014312,0.05941149369237105,0.909209159053358,0.07172993340284715,0.9566570317580999,499
0.06551482738504294,0.38630814785406364,0.07002804525530341,0.23699472354111928,0.05995897517044005,0.31702798852366587,0.2131527211417537,0.12348105677102161,0.10975116578400701,0.315418937665755,0.04356222307825334,0.3263900602056328,0.06308375762974615,0.36915617130591016,0.05302771196190088,0.3752943416095847,0.06470031985636943,0.420335860721109,0.14461008458843824,0.3579807258442269,0.14030514536009175,0.06029538302108772,0.048133301616459415,0.39186091938309575,0.05279936502478692,0.367541634633839,0.05355304337661337,0.40120064419103935,0.06285697502921782,0.38559583073045345,0.06349521083405923,0.40662294026732354,0.16637239570294948,0.3937345796242095,0.23722073921652143,0.15396826506969938,0.23869880324617704,0.31999134402628043,0.20525852973631992,0.4807721914870905,0.22058658303538908,0.41175274712355137,0.1728087979365583,0.453025866295072,0.08144052632373107,0.5288111578206467,0.07809864060656274,0.469350958571107,0.06329214941267473,0.4280586049962813,0.06537318404523017,0.38461095146012886,0.06416698317619324,0.3681875745738064,0.06531288163657893,0.4739923417955856,0.07600694848067649,0.43447546174644697,0.06407424976435035,0.4239819449949643,0.06148252248195407,0.5141846903926061,0.20727947354563775,0.25077138443447117,0.36054141268425544,0.26748102078799163,0.173332990586204,0.38276464157459356,0.31723430893150056,0.4406300066385686,0.5461157109548249,,0.7810738977946629,,622
0.05242621424519332,1.20212661174205,0.05864467761738867,1.035736504376657,0.051993532107049996,1.0584478994899946,0.10294577882732397,1.88742120466968,0.10050820038168713,1.3421987298701865,0.036323285520659505,1.0989932350405545,0.05041174463320213,1.044159682616009,0.03699597420280444,1.023363880339797,0.05211454258488867,1.022272368552247,0.11102647906020652,0.8491624101285833,0.11145688198355189,0.8780266048503184,0.0368787891866918,1.0902087409650636,0.05014837543039927,1.0133351865422067,0.050182698417663964,1.0342808187316468,0.05406009675561986,1.111170788305008,0.058711862758224015,1.06530036030777,0.0581337751781073,1.3419938185544216,0.058169528555930744,1.3237026090371586,0.05895909669618935,1.137737432138362,0.05925920172392405,0.8672330519864759,0.0592381211748729,1.1471784213071616,0.05932233476528883,1.0228173516825936,0.06687206638055482,1.3473247892417204,0.0630033369152205,1.135842453103203,0.060028463807444365,0.8302081975859851,0.052244108401471215,1.0432543530635787,0.05378396827296419,0.9557869693631814,0.058851540935706895,0.8927195814509573,0.06102173321506337,1.1584858575688877,0.060285277978688705,1.0126825445404817,0.05919863114814607,0.8678987080755044,0.0579844748610945,1.1754725556845216,0.05807807927447985,1.1821507330321661,0.057867186798177206,1.1882597158921402,0.057940824505727455,1.294107660868963,0.058229961142817664,1.0455330694681133,0.07100031924823119,1.0341256850727454,689
0.06618868492835209,0.34565995439718783,0.06998106812630647,0.26866279573897817,0.058475798998913815,0.30666270689582986,0.1687819522550517,0.7252784587427392,0.10960718653364908,0.2541712861514194,0.041856261842634884,0.3142471034534379,0.06311960968244625,0.2320335972862817,0.05157180270422052,0.364854189153811,0.06347774817035257,0.3638606366017292,0.12985237580149547,0.779344821518662,0.13951210719241341,-0.07700684354511189,0.045946768633055274,0.4146585670937118,0.05254308529867386,0.38223859873554206,0.053302850640066096,0.39455438547774424,0.06256290193851861,0.3796721673191378,0.06403058750635575,0.4000212612798269,0.0753057719398523,0.2823185800937477,0.07686227408186143,0.2027906726109972,0.08392754283597761,0.09302060982085987,0.07718821946172964,0.301455841096584,0.08535683531061407,0.3388193272965309,0.07699616228274202,0.2588973101324288,0.07387407721746488,0.5795298367637907,0.07017269035473134,0.5160077456889505,0.06107050517686782,0.4158574387405498,0.059242953284751196,0.4111792683998192,0.05999274860127265,0.3539808654544506,0.06310169097105489,0.4095310740565435,0.07016658846103266,0.4187628547850588,0.062176078668908626,0.36498809077821476,0.06008768413917855,0.44001142754003686,0.08759092833742536,0.270738295250364,0.09904756775752128,0.3180619977486247,0.07682707641194776,0.34370074188074384,0.10726691043949253,0.1639319381951628,0.15544770866967406,0.23417233189697195,0.16315870706658844,0.28019793368226603,697
